image_id,caption,gt_objects,hallucinated,is_hall
2592,a knife and a coffee mug on a table,cup|dining table|knife,,False
2685,a group of people standing around a bar,bottle|cup|handbag|person|wine glass,,False
2923,a field with boats and birds in the distance,bird|boat,,False
3156,a man sitting on a toilet in a bathroom,person|sink|toilet,,False
3255,a group of people standing on top of a snow covered slope,backpack|person|skis,,False
3501,"a bowl of rice, broccoli and red sauce",bowl|broccoli,,False
3553,a person riding a skateboard on a wooden ramp,person|skateboard,,False
3661,a bunch of bananas sitting on top of a wooden table,banana|cup|dining table|keyboard,,False
3845,a plate of food with rice and vegetables,broccoli|carrot|cup|dining table|fork|spoon,,False
3934,a young girl playing a video game in a living room,couch|cup|person|remote|wine glass,,False
4134,two men shaking hands in a banquet hall,chair|dining table|person|tie|wine glass,,False
4395,a man in a dress shirt and tie,person|tie,,False
4495,"a living room with a couch, chair and television",chair|couch|tv,,False
4765,a man riding a wave on top of a surfboard,person|surfboard,,False
4795,a cat is looking at a computer screen,cat|cell phone|laptop|tv,,False
5001,a group of people standing around a ribbon cutting,bicycle|handbag|person|scissors,,False
5037,a bus is parked on the side of the road,bus|car|person,,False
5060,a man sitting on the floor taking a picture of himself in a mirror,cell phone|person,,False
5193,a group of people holding surfboards in a room,bottle|person|surfboard,,False
5477,a large jetliner sitting on top of an airport runway,airplane,,False
5503,a person standing over a toilet with their feet on the toilet seat,airplane|person|toilet,chair,True
5529,a man riding skis down a snow covered slope,person|skis,,False
5586,a man standing on a tennis court holding a racquet,person|sports ball|tennis racket,,False
5600,a couple of bowls of food on a table,bowl|dining table|spoon,,False
5992,a group of sheep standing next to a brick building,sheep,,False
6012,a bunch of bananas and an apple in a picture,apple|banana,,False
6040,a blue and white train traveling down tracks,car|person|train|truck,,False
6213,"a bathroom with a sink, mirror, and bathtub",sink,,False
6460,a man riding a wave on top of a surfboard,person|surfboard,,False
6471,a baseball player holding a bat on a field,baseball bat|baseball glove|bench|bottle|person,,False
6614,a drawing of a bunch of fruit and nuts,apple|orange,,False
6723,a street with a few cars driving down it,bicycle|bus|car|truck,,False
6763,a man and woman sitting at a bar,cell phone|dining table|person|tie|tv,,False
6771,a woman in a costume is talking to a man,cell phone|person,,False
6818,a bathroom with a toilet and a shower,toilet,,False
6894,a man is standing next to an elephant,elephant|person|truck,,False
6954,a group of children sitting on the grass with frisbees,frisbee|person,,False
7088,a little girl holding an umbrella in the rain,car|person|truck|umbrella,,False
7108,a group of elephants walking along a dirt road,elephant,,False
7278,a man riding a wave on top of a surfboard,person|surfboard,,False
7281,two men riding horses on a beach near the ocean,horse|person,,False
7386,a motorcycle with a side car attached to it,bicycle|dog|motorcycle|truck,car,True
7511,a man flying a kite on a beach,backpack|kite|person,,False
7574,"a kitchen with a sink, refrigerator, dishwasher and a refrigerator",bottle|bowl|microwave|oven|refrigerator|sink|vase|wine glass,,False
7784,a person is para sailing in the blue sky,kite|orange,person,True
7795,a room with two beds and a television,bed|clock|remote,tv,True
7816,a man riding a motorcycle down a curvy road,motorcycle|person,,False
7818,a table with a vase of flowers on it,chair|dining table|fork|knife|vase|wine glass,,False
7888,a clock with a face on it is shown,clock,,False
7977,a man riding a skateboard on top of a cement slab,person|skateboard,,False
7991,a plate of carrots and green beans on a counter,carrot|dining table|knife|person,,False
8021,a man in a suit is on a large screen,bottle|person|tie,,False
8211,two men sitting on a curb next to a motorcycle,bicycle|chair|motorcycle|person,,False
8277,a plate with a bowl of broccoli and a bowl of chicken,bowl|broccoli|cup|fork,,False
8532,a man wearing a hat and glasses standing in front of a building,cat|person|tie,,False
8629,a collage of photos of different types of pizza,fork|pizza,,False
8690,two girls petting two goats in a fenced in area,person|sheep,,False
8762,a street light with a green light above it,car|traffic light,,False
8844,a woman smiles behind a table of bananas,banana|dining table|person,,False
8899,a fire hydrant in front of a building with graffiti on it,bicycle|fire hydrant,,False
9378,a man with long hair holding a yellow frisbee,frisbee|person,,False
9400,a group of people sitting around a table with laptops,cup|dining table|keyboard|laptop|mouse|person,,False
9448,a little girl holding an umbrella on a sidewalk,person|umbrella,,False
9483,a man standing in front of a desk with a computer on it,dining table|keyboard|laptop|mouse|person|tv,,False
9590,a group of men sitting around a table eating food,bottle|bowl|chair|clock|cup|dining table|person|spoon,,False
9769,a red truck with a plow on the back of it,fire hydrant|person|truck,,False
9772,a bathroom with a large mirror and a sink,person|sink|tv,,False
9891,two men loading luggage into a car at an airport,backpack|car|person|suitcase|tie,,False
9914,"a plate with a burger, fries, and pickles",bowl|cup|dining table|hot dog|knife|sandwich,,False
10092,a bed with a mosquito net hanging from it,bed|bird|chair|dining table,,False
10363,a cat standing on the hood of a car,bicycle|bottle|car|cat,,False
10583,a plate of food with meat and gravy,dining table|knife|sandwich,,False
10707,a group of men sitting around a living room together,backpack|bottle|couch|cup|dining table|laptop|person|remote,,False
10764,a baseball player kneeling down on a field,baseball glove|person|sports ball,,False
10977,"a bathroom with a toilet, sink, and bathtub",sink|toilet,,False
10995,a bed with a plaid comforter and a window,bed,,False
11051,a woman in a black dress is fixing a man's tie,person|tie,,False
11122,a stop sign behind a fence in a yard,stop sign,,False
11149,a man standing next to a couple of bikes,bicycle|motorcycle|person,,False
11197,a man standing on the corner of a street,backpack|bicycle|car|person|traffic light,,False
11511,a statue of two people sitting on a bench,bench|handbag|motorcycle|person,,False
11615,a street sign with several different signs on it,truck,,False
11699,two women standing next to a suitcase at the airport,handbag|person|suitcase,,False
11760,two zebras standing next to each other in a field,zebra,,False
11813,a camera and a laptop on a tripod,chair|laptop,,False
12062,a sheep is standing on top of a pile of wool,couch|sheep|sports ball,,False
12120,a tennis match with a crowd watching,chair|person|sports ball|tennis racket,,False
12280,a woman with a suitcase walking through an airport,cat|person|suitcase|tv,,False
12576,a table with pizzas and glasses of wine,cup|dining table|fork|knife|person|pizza|tv,,False
12639,a young boy holding a baseball bat on a field,baseball bat|baseball glove|person,,False
12667,a banana sitting on top of a telephone on a desk,banana|cell phone|dining table,,False
12670,a crowd of people walking down a street,backpack|cell phone|handbag|person|teddy bear,,False
12748,a man holding a baby and petting a horse,horse|person,,False
13004,a banana and a peanut butter in a bowl,banana|dining table,bowl,True
13177,a man working on a motorcycle tire on the ground,bicycle|motorcycle|person,,False
13201,a man riding a skateboard down the side of a ramp,person|skateboard,,False
13291,a group of people holding frisbees in a field,frisbee|person,,False
13348,a large jetliner sitting on top of an airport tarmac,airplane|person|truck,,False
13546,a man riding a skateboard on the side of a cement ramp,bench|person|skateboard,,False
13597,a piece of chocolate cake on a plate,cake|dining table,,False
13659,a man sitting at a table with a laptop computer,chair|cup|dining table|keyboard|laptop|person|tv,,False
13729,a group of people standing around a living room holding nintendo wii controllers,bottle|couch|cup|dining table|person|remote,,False
13774,a man standing on a beach at sunset,frisbee|kite|person,,False
13923,a living room with a table and chairs,bottle|bowl|chair|couch|dining table|potted plant|tv|vase,,False
14007,a cat sitting on top of a refrigerator,cat|refrigerator,,False
14038,a room with a lot of balloons and a table,bed|book|bottle|cell phone|chair|couch|dining table|microwave|potted plant|refrigerator|tv,,False
14226,a man sitting at a table with a laptop,apple|chair|dining table|laptop|person|train,,False
14380,a train traveling across a bridge over a river,car|train,,False
14439,a woman holding a kite in a park,backpack|chair|kite|person,,False
14473,a model train on a track with a fence,person|train,,False
14831,a cat laying on a bed with a blanket,bed|cat|orange,,False
14888,a cow with red and white cups on its back,cow,cup,True
15079,a sandwich cut in half on a plate,knife|sandwich,,False
15254,a plastic container filled with different types of food,bowl|carrot|dining table|spoon,,False
15272,a traffic light with a red light in front of a tree,traffic light,,False
15278,a plate of broccoli and some kind of fish,broccoli,,False
15335,a man and a child sitting at a table,bowl|cell phone|couch|cup|dining table|person,,False
15338,a bus is parked on the side of the road,bus|car|person|sports ball|truck,,False
15440,a stop sign on a pole on a city street,bus|stop sign,,False
15497,a cat laying on a black surface next to a computer mouse,cat|couch|laptop|mouse,,False
15517,a city street with buses and cars on it,bus,car,True
15597,a man riding a skateboard on top of a ramp,bicycle|person|skateboard,,False
15660,a man is windsurfing in the ocean,kite|person|surfboard,,False
15746,a red fire hydrant sitting in the grass,fire hydrant,,False
15751,a group of birds standing on top of a wooden roof,bird,,False
15956,a woman walking a horse in a barn,clock|horse|person,,False
16010,a group of animals grazing in a field,cow|zebra,,False
16228,a horse drawn trolley is traveling down the street,bench|bus|car|horse|person|tie|train|umbrella,,False
16249,a man sitting on a bench reading a book,backpack|bench|chair|person,book,True
16439,a laptop computer sitting on top of a wooden desk,cell phone|dining table|laptop|wine glass,,False
16451,a beach with a few surfboards and a chair,backpack|chair|handbag|person|surfboard|umbrella,,False
16502,a sheep standing on top of a rocky hill,sheep,,False
16598,a woman with blue hair taking a selfie,cell phone|person|tie,,False
16958,a living room with a fireplace and a chair,book|chair|dining table|vase,,False
17029,a dog jumping in the air to catch a frisbee,car|dog|frisbee,,False
17031,a giraffe is standing in front of a group of people,giraffe|person,,False
17115,two zebras standing next to each other in a fenced in area,zebra,,False
17178,a group of horses standing on the side of a road,car|horse,,False
17182,a blackboard and a wooden desk in a room,apple|book|chair|dining table,,False
17207,a bus is driving down the street in india,bench|bus|car|motorcycle|person,,False
17379,a bathroom with a television on the wall,person|sink|tv,,False
17436,a man sitting on a bench in front of a church,bench|person,,False
17627,a street filled with lots of cars next to a building,bus|car|person,,False
17714,a plate of food and a cup of coffee on a table,banana|cup|dining table|fork|knife|pizza|spoon|train,,False
17899,a woman is making cookies on a table,bird|cake|chair|couch|cup|dining table|hot dog|person|spoon,,False
17905,a man standing next to a traffic light,fire hydrant|person|traffic light,,False
17959,a group of kites that are in the grass,backpack|kite|orange|person,,False
18150,a man and a child are eating pizza,backpack|bottle|couch|person|pizza,,False
18193,a woman sitting in a chair eating a piece of pizza,apple|chair|hot dog|person|sandwich,pizza,True
18380,a group of people sitting around a table with plates of food,bowl|carrot|chair|cup|dining table|fork|knife|person|spoon|vase|wine glass,,False
18491,a baseball player sliding into home plate,baseball bat|baseball glove|bench|person|sports ball,,False
18519,a man riding a skateboard up the side of a ramp,person|skateboard,,False
18575,a plate of food with a burger and fries,bottle|bowl|dining table|knife|sandwich|wine glass,,False
18737,a red motorcycle parked on the side of a road,motorcycle,,False
18770,a man in a suit and tie looking off into the distance,person|tie,,False
18833,a cat sleeping on top of a pair of shoes,cat,,False
18837,a green truck with two men on top of it,car|person|truck,,False
19042,a bird standing on a rock in the middle of a river,bird|car,,False
19109,a row of scooters parked in front of a restaurant,handbag|motorcycle|person,,False
19221,a hand holding a piece of broccoli in a bowl,broccoli|person,bowl,True
19402,a man and a woman eating pizza in a restaurant,person|pizza,,False
19432,a man standing on a tennis court holding a racquet,chair|person|sports ball|tennis racket,,False
19742,a glass vase with a picture of a baby in it,cup|dining table|person|vase,,False
19786,a man is laughing while holding a camera,couch|laptop|person|remote,,False
19924,a woman in a hat smoking a cigarette,person|tie,,False
20059,two zebras grazing in a grassy field next to a rock wall,zebra,,False
20107,a fire hydrant on a sidewalk next to a wall,fire hydrant,,False
20247,two brown bears walking on a dirt road,bear,,False
20333,a young boy in a tie is playing in a bucket,bowl|person|tie,,False
20553,a teddy bear sitting on a chair in the middle of a desert,bed|bottle|chair|couch|cup|dining table|teddy bear|umbrella|vase,,False
20571,a boat docked at a dock with other boats,boat|handbag|person,,False
20992,a woman is eating a hot dog outside,hot dog|person,,False
21167,a man and a woman standing next to each other,person|tie|wine glass,,False
21465,a table with a shelf and a vase on it,chair|cup|dining table|vase,,False
21503,a plate of food with a few pieces of bread,dining table|keyboard|mouse|remote|sandwich,,False
21604,a man in a suit and tie with a light up tie,person|tie,,False
21839,a man walking across a street at night,car|handbag|person|traffic light,,False
21879,a woman riding a surfboard on a wave in the ocean,person|surfboard,,False
21903,a man is petting an elephant behind a fence,elephant|person,,False
22192,a dog sitting on a bed with a pile of clothes,bed|cow|dog|handbag,,False
22371,a man sitting at a desk with a laptop and pen,book|dining table|laptop|person|tie,,False
22396,a plane flying in the sky with a half moon in the background,airplane|person,,False
22479,a man flying through the air while riding a skateboard,bench|person|skateboard,,False
22589,a sheep is standing behind a fence in a field,sheep,,False
22623,a close up of a cell phone with a picture on it,cell phone|orange,,False
22705,a woman in a black dress standing in a kitchen,bottle|bowl|person|refrigerator|wine glass,,False
22755,a school bus is seen in a rear view mirror,bus|car,,False
22892,a cat and a dog looking at each other,cat|chair|dining table|dog|potted plant,,False
22935,a woman in a blue uniform is playing soccer,person|sports ball,,False
22969,two giraffes standing in a fenced in area,giraffe,,False
23023,a black and white photo of luggage and a bag,handbag|suitcase,,False
23034,a man is walking with two horses on a trail,backpack|horse|person,,False
23126,a man riding a horse while holding a rope,horse|person,,False
23230,a group of ducks swimming in a lake,bird,,False
23272,a cat sitting on the hood of a car,car|cat,,False
23359,a man flying through the air while riding a snowboard,person|snowboard,,False
23666,a toilet and bathtub in a small bathroom,toilet,,False
23751,a statue of two people holding a kite,kite|person,,False
23781,a table topped with baskets of vegetables and fruits,broccoli|carrot,dining table,True
23899,three men sitting on a couch playing a video game,couch|person|remote|tv,,False
23937,a herd of cattle laying in a field next to a tree,cow|sheep,,False
24021,a group of boys are posing for a picture,person|tie,,False
24027,a kite flying in the air over a lush green field,kite|person,,False
24144,a large pizza in a box on a table,pizza,dining table,True
24243,a woman sitting on a refrigerator next to a man,cup|person|refrigerator,,False
24567,a man in a hat is preparing hot dogs,chair|hot dog|person,,False
24610,"a living room with a couch, book shelf and a computer",backpack|book|bottle|chair|couch|dining table|laptop,,False
24919,two elephants standing in a field with trees,elephant|horse,,False
25057,a man holding a frisbee in a field,bottle|frisbee|person,,False
25096,a boy cutting a cake with a knife,cake|chair|dining table|knife|person|skateboard|zebra,,False
25139,two zebras standing next to each other in a pen,zebra,,False
25181,a train station with two trains on the tracks,backpack|bench|person|train,,False
25228,a woman sitting on a surfboard in the ocean,person|surfboard,,False
25386,a man and woman sitting on a train eating food,chair|hot dog|person|sandwich|train,,False
25393,two men in suits walking down a street,car|person|tie,,False
25394,a man is pouring a glass of wine,bottle|cup|person|wine glass,,False
25424,a man is swinging a tennis racket at a ball,person|sports ball|tennis racket,,False
25560,a cat is standing on a shelf in front of a television,cat|cup|orange|person|tv,,False
25593,a street sign with a bicycle and a man on it,bicycle|person|stop sign,,False
25603,a girl sitting at a table with a pizza and a glass of water,book|chair|cup|dining table|person|pizza,,False
25986,a table with a variety of food on it,bowl|broccoli|cup|dining table|donut|spoon,,False
26204,a city street filled with traffic and a bus,bus|car|person|traffic light|truck,,False
26465,a laptop computer sitting on top of a white table,cell phone|chair|dining table|keyboard|laptop|person|remote,,False
26564,"a desk with a computer, keyboard, mouse and books",book|bottle|dining table|keyboard|laptop|mouse|tv,,False
26690,a man flying through the air while riding a skateboard,person|refrigerator|skateboard,,False
26926,a fire hydrant with a face drawn on it,car|fire hydrant|orange|tie,,False
26941,a cart full of luggage sitting outside of a building,person|suitcase,,False
27186,a little girl holding a nintendo wii game controller,couch|person|remote,,False
27620,a desk with a laptop and a chair,bottle|chair|dining table|keyboard|laptop|mouse,,False
27696,a pizza with peppers and onions on a plate,dining table|fork|knife|person|pizza,,False
27768,a bus is parked on the side of the street,bus|car|person,,False
27932,a baseball glove and a baseball hat on the ground,baseball glove|sports ball,,False
27972,a man riding a wave on top of a surfboard,person|surfboard,,False
27982,"a bathroom with a sink, toilet and mirror",chair|sink|toilet,,False
28285,a white clock tower with a blue roof,clock,,False
28449,a herd of elephants walking down a dirt road,elephant,,False
28452,a refrigerator with the door open and the door wide open,bottle|refrigerator,,False
28809,a bunch of bananas sitting on a table,banana|dining table,,False
28993,a couple of fire hydrants sitting on the side of a road,fire hydrant|person|traffic light,,False
29187,a man riding a horse drawn carriage down a race track,horse|person,,False
29393,a dog standing on a bench in a backyard,bench|dog|orange,,False
29397,a person standing on a bench with a sign on it,bench|orange|person,,False
29596,"a living room with a couch, table and television",book|chair|couch|cup|dining table|potted plant|tv|vase,,False
29640,a pan filled with broccoli and meat on a stove,broccoli|carrot|oven|spoon,,False
29675,three hot dogs with mustard on them on a plate,dining table|hot dog,,False
29984,a couple of people are swimming in the ocean,chair|person|umbrella,,False
30213,"a kitchen with a table, refrigerator, sink and a chair",apple|bottle|bowl|chair|dining table|oven|refrigerator|sink,,False
30494,a dog is walking in the woods with a frisbee,dog|frisbee,,False
30504,a person on skis going down a snowy hill,backpack|person|skis,,False
30675,a train is traveling down the tracks near trees,orange|train,,False
30785,a plate with a bowl of broccoli and a sandwich,bowl|broccoli|dining table|sandwich,,False
30828,a person sleeping on a park bench with a sleeping bag,backpack|bench|car|orange|parking meter|person,,False
31050,a vase with some plants in it on a table,vase,dining table,True
31093,a man riding a skateboard up the side of a ramp,backpack|bowl|person|skateboard,,False
31118,a large clock tower with a christmas tree in the middle of a city,car|clock|person,,False
31217,a man is playing tennis on a court,person|sports ball|tennis racket,,False
31248,a living room with a fireplace and a chair,book|bowl|chair|couch|potted plant,,False
31269,three zebras grazing on grass in a field,horse|person|zebra,,False
31296,a group of people sitting at a table in a restaurant,bottle|cell phone|chair|clock|cup|dining table|person|tie,,False
31322,a flock of swans swimming in a harbor,bird|boat|person,,False
31620,a bride and groom cutting their wedding cake,cake|chair|cup|dining table|knife|person|tie,,False
31735,"a living room with a couch, table, and two windows",book|couch|dining table|potted plant,,False
31749,a doll with red hair sitting next to a clock,clock,,False
31817,a man riding a motorcycle with a helmet on,motorcycle|person,,False
32038,a large pizza sitting on top of a wooden table,bottle|dining table|oven|person|pizza,,False
32081,a woman in a white dress playing tennis,person|sports ball|tennis racket,,False
32285,a bathroom with a toilet and a shelf,toilet,,False
32334,a man and a woman holding wine glasses,car|chair|person|wine glass,,False
32570,a man riding a wave on top of a surfboard,person|surfboard,,False
32610,a table with a bunch of laptops and a backpack,backpack|bench|dining table|laptop,,False
32735,a person on skis jumping in the air,person|skis,,False
32811,a bird sitting on a window sill looking out at the water,bird|boat,,False
32817,two men are painting a bathroom with blue paint,bowl|person|toilet,,False
32861,a woman standing in a hallway holding an umbrella,person|umbrella,,False
32887,a man with a backpack and a backpack standing on a rocky path,backpack|cell phone|person,,False
32901,a group of men standing next to each other,bottle|chair|cup|dining table|person|tie|wine glass,,False
32941,a street corner with a broken traffic light,bus|car|person|traffic light|truck,,False
33005,a man holding a tennis racquet on a tennis court,person|sports ball|tennis racket,,False
33104,a group of people standing around a blue fence,bench|person|skis|snowboard,,False
33109,a blue truck driving down a street next to a lush green field,bus|car|truck,,False
33114,a plane is taking off from the runway,airplane|parking meter,,False
33221,a woman holding a baseball bat on a beach,baseball bat|car|handbag|person|tennis racket|truck,,False
33368,a man holding a tennis racquet on a tennis court,person|sports ball|tennis racket,,False
33638,a woman is cooking on a black stove,bowl|oven|person|spoon,,False
33707,two giraffes standing next to each other in a zoo,giraffe|person,,False
33759,a young boy swinging a baseball bat at a ball,baseball bat|car|person|sports ball|truck,,False
33854,a group of motorcycles parked next to each other,bus|car|motorcycle|person,,False
34071,a parking meter with the sun setting in the background,parking meter,,False
34139,a man and woman standing next to a suitcase,handbag|person|suitcase,,False
34205,"a plate of chicken, mushrooms, and broccoli",broccoli,,False
34257,"a display of carrots, broccoli, and other vegetables",broccoli|carrot,,False
34417,a donut shop with donuts on a conveyor belt,donut|person|tie,,False
34452,a man in a green jacket holding a frisbee in a wooded area,frisbee|person,,False
34760,"a bathroom with a toilet, sink, and shower",bottle|sink|toilet,,False
34873,a kitchen with a sink and a counter top,apple|bowl|chair|cup|dining table|sink|tv,,False
35062,a child is sleeping in a bed with a blanket,bed|person,,False
35197,a person riding a skateboard on a ramp,person|skateboard,,False
35279,a man laying on the floor with a laptop and other items,book|bottle|cell phone|handbag|laptop|person|tennis racket,,False
35326,a stove top oven sitting under a microwave,bottle|knife|oven,microwave,True
35682,a man sitting at a table with a tray of donuts,cake|chair|cup|dining table|donut|handbag|person,,False
35770,a bathroom with a cow print toilet seat cover,sink|toilet,cow|chair,True
35963,a statue of a woman holding a bunch of teddy bears,bear|teddy bear,person,True
36494,a large clock is on the wall of a restaurant,bottle|bowl|chair|clock|cup|dining table|person|refrigerator|vase,,False
36539,a man and a little girl are skiing down a hill,person|snowboard,,False
36660,a person standing on a wooden floor with cell phones,cell phone|person,,False
36678,a boat is in the water near a large building,boat|clock,,False
36844,a living room with a lot of furniture and a ceiling fan,bicycle|chair|couch|cup|potted plant|refrigerator|remote|tv,,False
36861,a parking meter on a pole on a city street,bicycle|parking meter,,False
36936,a man and woman sitting on a couch playing a video game,book|bowl|cell phone|couch|cup|person|potted plant|remote|tv,,False
37670,a person holding a remote control over a toilet,person|remote|toilet,,False
37689,a snowboarder is in mid air after a jump,person|snowboard,,False
37740,a desk with a computer and a lamp on it,book|chair|couch|dining table|keyboard|laptop|mouse|potted plant|tv,,False
37751,a person on a motorcycle on a dirt road,backpack|bicycle|motorcycle|person,,False
37777,"a kitchen with a table, refrigerator, and sink",banana|bowl|chair|dining table|orange|oven|potted plant|refrigerator|sink,,False
37988,a woman is playing tennis on a tennis court,person|sports ball|tennis racket,,False
38048,a red fire hydrant sitting on the side of a road,car|fire hydrant|handbag|person,,False
38070,a toilet with a toilet paper dispenser next to it,bowl|toilet,,False
38118,a person in a red jacket skiing down a snowy hill,person|skis,,False
38210,a man riding skis down a snow covered slope,person|skis,,False
38576,a computer monitor and keyboard on a desk,dining table|keyboard|laptop|mouse|tv,,False
38678,a woman holding a plate with a hamburger on it,cup|dining table|donut|person|sandwich|train,,False
38825,two zebras grazing on grass in a fenced in area,zebra,,False
38829,two men riding on the back of a green bike,backpack|bicycle|motorcycle|person,,False
39405,a couple of people that are playing a game of tennis,backpack|bench|chair|person|sports ball|suitcase|tennis racket,,False
39477,"a living room with a couch, television and a window",book|couch|dining table|potted plant|tv|vase,,False
39480,a woman in a red dress holding a tennis racket,orange|person|tennis racket,,False
39484,a busy city street with cars and people,airplane|car|chair|dining table|person|traffic light,,False
39551,a woman in a red dress playing tennis,person|sports ball|tennis racket,,False
39670,a train traveling through a lush green forest,person|train,,False
39769,two cats laying on a pink blanket with a remote,bed|cat|couch|remote,,False
39785,a man surfing on a river in a black wet suit,bench|person|surfboard,,False
39914,a woman and a child are flying a kite,kite|person,,False
39951,a man is playing tennis on a court,person|sports ball|tennis racket,,False
39956,a messy bedroom with a bed and a chair,bed|chair,,False
40036,a jockey riding a horse jumping over a wooden fence,horse|person|potted plant,,False
40083,two men sitting under an umbrella on a sidewalk,bicycle|bottle|car|chair|person|umbrella,,False
40471,a kitchen with a ceiling fan and a stove,apple|banana|bottle|bowl|cup|knife|microwave|oven|refrigerator|sink|spoon,,False
40757,a young boy laying in bed with a pacifier in his mouth,bed|person|tv,,False
41488,a green freeway sign with a white street sign above it,truck,,False
41633,a red truck parked on the side of a road,car|person|truck,,False
41635,a group of cows standing next to a barbed wire fence,cow,,False
41872,a bedroom with a fireplace and a television,bed|chair|clock|tv,,False
41888,three birds walking on a dry grass covered hill,bird|person,,False
41990,three people on skis posing for a picture,person|skis,,False
42070,a bus is parked on the side of the road,bus|car|person,,False
42102,a man in a kilt and a tie,handbag|person|tie,,False
42178,a train yard with many trains on the tracks,car|train,,False
42276,a bathroom with a toilet and a bunch of shoes,potted plant|skis|toilet,,False
42296,a polar bear playing with balls in the water,bear|dog|sports ball,,False
42528,a person sitting in a chair holding a cell phone,cell phone|chair|person,,False
42563,a train traveling down tracks next to a forest,car|train,,False
42628,a group of people walking through a pile of snow,fire hydrant|handbag|person|snowboard,,False
42888,a street sign on a pole in front of a tree,,,False
42889,a teddy bear sitting on a desk with a keyboard and mouse,bear|keyboard|teddy bear,dining table|mouse,True
43314,a person jumping in the air on skis,backpack|person|skis,,False
43435,two surfers are riding the waves in the ocean,person|surfboard,,False
43581,a pizza sitting on top of a metal pan,dining table|fork|knife|pizza,,False
43737,a clock on a pole in the middle of a snowy street,car|clock,,False
43816,a baseball player swinging a bat at a ball,baseball bat|baseball glove|person|sports ball,,False
44068,a teddy bear sitting on a chair with a red seat,chair|teddy bear,,False
44195,a man and a child standing on a snow covered slope,person|skis|snowboard,,False
44260,a tree with apples growing on it in a forest,apple,,False
44279,two men in a kitchen preparing food on a stove,bowl|knife|oven|person,,False
44590,a group of people standing on the side of a road,car|motorcycle|person,,False
44652,a small plane flying through a cloudy sky,airplane,,False
44699,a group of sheep standing on a lush green hillside,sheep,,False
44877,a woman in a wheelchair holding a tennis racket,chair|person|sports ball|tennis racket,,False
45070,a young girl riding on the back of a horse,horse|person,,False
45090,two surfers riding a wave in the ocean,person|surfboard,,False
45229,a kitchen with a stove and a window,book|bottle|bowl|oven|potted plant,,False
45472,a pineapple and oranges are on a table,bowl|cup|dining table|orange,,False
45550,a man holding a plate of food with a slice of pizza on it,bowl|clock|person|sandwich,pizza,True
45596,a view of a building from a window,bicycle|car|person|umbrella,,False
45728,a close up of a plate of food with noodles,cake|fork|knife,,False
46031,a laptop computer sitting on top of a desk,cell phone|dining table|keyboard|laptop|mouse|tv,,False
46048,a little girl sitting on a bed in a room,bed|book|person,,False
46252,a baseball player holding a bat on a field,baseball bat|baseball glove|person|sports ball,,False
46378,a cat is eating a dead bird on the ground,bird|cat,,False
46463,"a sandwich with tomatoes, lettuce, and cheese",oven|person|sandwich,,False
46497,two girls sitting on the back of a boat,boat|person,,False
46804,a sheep standing in a field of grass,person|sheep,,False
46872,a man standing on the back of a truck,car|person|truck,,False
47010,three giraffes walking in a line near a pond,cow|giraffe,,False
47112,a pizza on a plate with a glass of wine,bottle|bowl|chair|dining table|knife|person|pizza|wine glass,,False
