image_id,fname,caption,gt,mentioned,wrong,is_hall
3934,000000003934.jpg,a young girl playing a video game in a living room,couch|cup|person|remote|wine glass,person,,False
4134,000000004134.jpg,two men shaking hands in a banquet hall,chair|dining table|person|tie|wine glass,person,,False
4395,000000004395.jpg,a man in a dress shirt and tie,person|tie,person|tie,,False
4495,000000004495.jpg,"a living room with a couch, chair and television",chair|couch|tv,couch|chair|tv,,False
4765,000000004765.jpg,a man riding a wave on top of a surfboard,person|surfboard,person|surfboard,,False
4795,000000004795.jpg,a cat is looking at a computer screen,cat|cell phone|laptop|tv,cat|laptop,,False
5001,000000005001.jpg,a group of people standing around a ribbon cutting,bicycle|handbag|person|scissors,person,,False
5037,000000005037.jpg,a bus is parked on the side of the road,bus|car|person,,,False
5060,000000005060.jpg,a man sitting on the floor taking a picture of himself in a mirror,cell phone|person,person,,False
5193,000000005193.jpg,a group of people holding surfboards in a room,bottle|person|surfboard,person|surfboard,,False
5477,000000005477.jpg,a large jetliner sitting on top of an airport runway,airplane,airplane,,False
5503,000000005503.jpg,a person standing over a toilet with their feet on the toilet seat,airplane|person|toilet,person|toilet|toilet|chair,chair,True
5529,000000005529.jpg,a man riding skis down a snow covered slope,person|skis,person|skis,,False
5586,000000005586.jpg,a man standing on a tennis court holding a racquet,person|sports ball|tennis racket,person,,False
5600,000000005600.jpg,a couple of bowls of food on a table,bowl|dining table|spoon,bowl|dining table,,False
5992,000000005992.jpg,a group of sheep standing next to a brick building,sheep,sheep,,False
6012,000000006012.jpg,a bunch of bananas and an apple in a picture,apple|banana,banana|apple,,False
6040,000000006040.jpg,a blue and white train traveling down tracks,car|person|train|truck,train,,False
6213,000000006213.jpg,"a bathroom with a sink, mirror, and bathtub",sink,sink,,False
6460,000000006460.jpg,a man riding a wave on top of a surfboard,person|surfboard,person|surfboard,,False
6471,000000006471.jpg,a baseball player holding a bat on a field,baseball bat|baseball glove|bench|bottle|person,person,,False
6614,000000006614.jpg,a drawing of a bunch of fruit and nuts,apple|orange,,,False
6723,000000006723.jpg,a street with a few cars driving down it,bicycle|bus|car|truck,car,,False
6763,000000006763.jpg,a man and woman sitting at a bar,cell phone|dining table|person|tie|tv,person|person,,False
6771,000000006771.jpg,a woman in a costume is talking to a man,cell phone|person,person|person,,False
6818,000000006818.jpg,a bathroom with a toilet and a shower,toilet,toilet,,False
6894,000000006894.jpg,a man is standing next to an elephant,elephant|person|truck,person|elephant,,False
6954,000000006954.jpg,a group of children sitting on the grass with frisbees,frisbee|person,person|frisbee,,False
7088,000000007088.jpg,a little girl holding an umbrella in the rain,car|person|truck|umbrella,person|umbrella,,False
7108,000000007108.jpg,a group of elephants walking along a dirt road,elephant,elephant,,False
7278,000000007278.jpg,a man riding a wave on top of a surfboard,person|surfboard,person|surfboard,,False
7281,000000007281.jpg,two men riding horses on a beach near the ocean,horse|person,person|horse,,False
7386,000000007386.jpg,a motorcycle with a side car attached to it,bicycle|dog|motorcycle|truck,motorcycle|car,car,True
7511,000000007511.jpg,a man flying a kite on a beach,backpack|kite|person,person|kite,,False
7574,000000007574.jpg,"a kitchen with a sink, refrigerator, dishwasher and a refrigerator",bottle|bowl|microwave|oven|refrigerator|sink|vase|wine glass,sink|refrigerator|refrigerator,,False
7784,000000007784.jpg,a person is para sailing in the blue sky,kite|orange,person,person,True
7795,000000007795.jpg,a room with two beds and a television,bed|clock|remote,bed|tv,tv,True
7816,000000007816.jpg,a man riding a motorcycle down a curvy road,motorcycle|person,person|motorcycle,,False
7818,000000007818.jpg,a table with a vase of flowers on it,chair|dining table|fork|knife|vase|wine glass,dining table|vase,,False
7888,000000007888.jpg,a clock with a face on it is shown,clock,clock,,False
7977,000000007977.jpg,a man riding a skateboard on top of a cement slab,person|skateboard,person|skateboard,,False
7991,000000007991.jpg,a plate of carrots and green beans on a counter,carrot|dining table|knife|person,carrot,,False
8021,000000008021.jpg,a man in a suit is on a large screen,bottle|person|tie,person,,False
8211,000000008211.jpg,two men sitting on a curb next to a motorcycle,bicycle|chair|motorcycle|person,person|motorcycle,,False
8277,000000008277.jpg,a plate with a bowl of broccoli and a bowl of chicken,bowl|broccoli|cup|fork,bowl|broccoli|bowl,,False
8532,000000008532.jpg,a man wearing a hat and glasses standing in front of a building,cat|person|tie,person,,False
8629,000000008629.jpg,a collage of photos of different types of pizza,fork|pizza,pizza,,False
8690,000000008690.jpg,two girls petting two goats in a fenced in area,person|sheep,person|sheep,,False
8762,000000008762.jpg,a street light with a green light above it,car|traffic light,traffic light,,False
8844,000000008844.jpg,a woman smiles behind a table of bananas,banana|dining table|person,person|dining table|banana,,False
8899,000000008899.jpg,a fire hydrant in front of a building with graffiti on it,bicycle|fire hydrant,fire hydrant,,False
9378,000000009378.jpg,a man with long hair holding a yellow frisbee,frisbee|person,person|frisbee,,False
9400,000000009400.jpg,a group of people sitting around a table with laptops,cup|dining table|keyboard|laptop|mouse|person,person|dining table|laptop,,False
9448,000000009448.jpg,a little girl holding an umbrella on a sidewalk,person|umbrella,person|umbrella,,False
9483,000000009483.jpg,a man standing in front of a desk with a computer on it,dining table|keyboard|laptop|mouse|person|tv,person|dining table|laptop,,False
9590,000000009590.jpg,a group of men sitting around a table eating food,bottle|bowl|chair|clock|cup|dining table|person|spoon,person|dining table,,False
9769,000000009769.jpg,a red truck with a plow on the back of it,fire hydrant|person|truck,truck,,False
9772,000000009772.jpg,a bathroom with a large mirror and a sink,person|sink|tv,sink,,False
9891,000000009891.jpg,two men loading luggage into a car at an airport,backpack|car|person|suitcase|tie,person|suitcase|car,,False
9914,000000009914.jpg,"a plate with a burger, fries, and pickles",bowl|cup|dining table|hot dog|knife|sandwich,sandwich,,False
10092,000000010092.jpg,a bed with a mosquito net hanging from it,bed|bird|chair|dining table,bed,,False
10363,000000010363.jpg,a cat standing on the hood of a car,bicycle|bottle|car|cat,cat|car,,False
10583,000000010583.jpg,a plate of food with meat and gravy,dining table|knife|sandwich,,,False
10707,000000010707.jpg,a group of men sitting around a living room together,backpack|bottle|couch|cup|dining table|laptop|person|remote,person,,False
10764,000000010764.jpg,a baseball player kneeling down on a field,baseball glove|person|sports ball,person,,False
10977,000000010977.jpg,"a bathroom with a toilet, sink, and bathtub",sink|toilet,toilet|sink,,False
10995,000000010995.jpg,a bed with a plaid comforter and a window,bed,bed,,False
11051,000000011051.jpg,a woman in a black dress is fixing a man's tie,person|tie,person|person|tie,,False
11122,000000011122.jpg,a stop sign behind a fence in a yard,stop sign,stop sign,,False
11149,000000011149.jpg,a man standing next to a couple of bikes,bicycle|motorcycle|person,person|bicycle,,False
11197,000000011197.jpg,a man standing on the corner of a street,backpack|bicycle|car|person|traffic light,person,,False
11511,000000011511.jpg,a statue of two people sitting on a bench,bench|handbag|motorcycle|person,person|bench,,False
11615,000000011615.jpg,a street sign with several different signs on it,truck,,,False
11699,000000011699.jpg,two women standing next to a suitcase at the airport,handbag|person|suitcase,person|suitcase,,False
11760,000000011760.jpg,two zebras standing next to each other in a field,zebra,zebra,,False
11813,000000011813.jpg,a camera and a laptop on a tripod,chair|laptop,laptop,,False
12062,000000012062.jpg,a sheep is standing on top of a pile of wool,couch|sheep|sports ball,sheep,,False
12120,000000012120.jpg,a tennis match with a crowd watching,chair|person|sports ball|tennis racket,,,False
12280,000000012280.jpg,a woman with a suitcase walking through an airport,cat|person|suitcase|tv,person|suitcase,,False
12576,000000012576.jpg,a table with pizzas and glasses of wine,cup|dining table|fork|knife|person|pizza|tv,dining table|pizza,,False
12639,000000012639.jpg,a young boy holding a baseball bat on a field,baseball bat|baseball glove|person,person|baseball bat,,False
12667,000000012667.jpg,a banana sitting on top of a telephone on a desk,banana|cell phone|dining table,banana|cell phone|dining table,,False
12670,000000012670.jpg,a crowd of people walking down a street,backpack|cell phone|handbag|person|teddy bear,person,,False
12748,000000012748.jpg,a man holding a baby and petting a horse,horse|person,person|person|horse,,False
13004,000000013004.jpg,a banana and a peanut butter in a bowl,banana|dining table,banana|bowl,bowl,True
13177,000000013177.jpg,a man working on a motorcycle tire on the ground,bicycle|motorcycle|person,person|motorcycle,,False
13201,000000013201.jpg,a man riding a skateboard down the side of a ramp,person|skateboard,person|skateboard,,False
13291,000000013291.jpg,a group of people holding frisbees in a field,frisbee|person,person|frisbee,,False
13348,000000013348.jpg,a large jetliner sitting on top of an airport tarmac,airplane|person|truck,airplane,,False
13546,000000013546.jpg,a man riding a skateboard on the side of a cement ramp,bench|person|skateboard,person|skateboard,,False
13597,000000013597.jpg,a piece of chocolate cake on a plate,cake|dining table,cake,,False
13659,000000013659.jpg,a man sitting at a table with a laptop computer,chair|cup|dining table|keyboard|laptop|person|tv,person|dining table|laptop,,False
13729,000000013729.jpg,a group of people standing around a living room holding nintendo wii controllers,bottle|couch|cup|dining table|person|remote,person,,False
13774,000000013774.jpg,a man standing on a beach at sunset,frisbee|kite|person,person,,False
13923,000000013923.jpg,a living room with a table and chairs,bottle|bowl|chair|couch|dining table|potted plant|tv|vase,dining table|chair,,False
14007,000000014007.jpg,a cat sitting on top of a refrigerator,cat|refrigerator,cat|refrigerator,,False
14038,000000014038.jpg,a room with a lot of balloons and a table,bed|book|bottle|cell phone|chair|couch|dining table|microwave|potted plant|refrigerator|tv,dining table,,False
14226,000000014226.jpg,a man sitting at a table with a laptop,apple|chair|dining table|laptop|person|train,person|dining table|laptop,,False
14380,000000014380.jpg,a train traveling across a bridge over a river,car|train,train,,False
14439,000000014439.jpg,a woman holding a kite in a park,backpack|chair|kite|person,person|kite,,False
14473,000000014473.jpg,a model train on a track with a fence,person|train,train,,False
14831,000000014831.jpg,a cat laying on a bed with a blanket,bed|cat|orange,cat|bed,,False
14888,000000014888.jpg,a cow with red and white cups on its back,cow,cow|cup,cup,True
15079,000000015079.jpg,a sandwich cut in half on a plate,knife|sandwich,sandwich,,False
15254,000000015254.jpg,a plastic container filled with different types of food,bowl|carrot|dining table|spoon,bowl,,False
15272,000000015272.jpg,a traffic light with a red light in front of a tree,traffic light,traffic light,,False
15278,000000015278.jpg,a plate of broccoli and some kind of fish,broccoli,broccoli,,False
15335,000000015335.jpg,a man and a child sitting at a table,bowl|cell phone|couch|cup|dining table|person,person|person|dining table,,False
15338,000000015338.jpg,a bus is parked on the side of the road,bus|car|person|sports ball|truck,,,False
15440,000000015440.jpg,a stop sign on a pole on a city street,bus|stop sign,stop sign,,False
15497,000000015497.jpg,a cat laying on a black surface next to a computer mouse,cat|couch|laptop|mouse,cat|laptop|mouse,,False
15517,000000015517.jpg,a city street with buses and cars on it,bus,bus|car,car,True
15597,000000015597.jpg,a man riding a skateboard on top of a ramp,bicycle|person|skateboard,person|skateboard,,False
15660,000000015660.jpg,a man is windsurfing in the ocean,kite|person|surfboard,person,,False
15746,000000015746.jpg,a red fire hydrant sitting in the grass,fire hydrant,fire hydrant,,False
15751,000000015751.jpg,a group of birds standing on top of a wooden roof,bird,bird,,False
15956,000000015956.jpg,a woman walking a horse in a barn,clock|horse|person,person|horse,,False
16010,000000016010.jpg,a group of animals grazing in a field,cow|zebra,,,False
16228,000000016228.jpg,a horse drawn trolley is traveling down the street,bench|bus|car|horse|person|tie|train|umbrella,horse|bus,,False
16249,000000016249.jpg,a man sitting on a bench reading a book,backpack|bench|chair|person,person|bench|book,book,True
16439,000000016439.jpg,a laptop computer sitting on top of a wooden desk,cell phone|dining table|laptop|wine glass,laptop|dining table,,False
16451,000000016451.jpg,a beach with a few surfboards and a chair,backpack|chair|handbag|person|surfboard|umbrella,surfboard|chair,,False
16502,000000016502.jpg,a sheep standing on top of a rocky hill,sheep,sheep,,False
16598,000000016598.jpg,a woman with blue hair taking a selfie,cell phone|person|tie,person,,False
16958,000000016958.jpg,a living room with a fireplace and a chair,book|chair|dining table|vase,chair,,False
17029,000000017029.jpg,a dog jumping in the air to catch a frisbee,car|dog|frisbee,dog|frisbee,,False
17031,000000017031.jpg,a giraffe is standing in front of a group of people,giraffe|person,giraffe|person,,False
17115,000000017115.jpg,two zebras standing next to each other in a fenced in area,zebra,zebra,,False
17178,000000017178.jpg,a group of horses standing on the side of a road,car|horse,horse,,False
17182,000000017182.jpg,a blackboard and a wooden desk in a room,apple|book|chair|dining table,dining table,,False
17207,000000017207.jpg,a bus is driving down the street in india,bench|bus|car|motorcycle|person,,,False
17379,000000017379.jpg,a bathroom with a television on the wall,person|sink|tv,tv,,False
17436,000000017436.jpg,a man sitting on a bench in front of a church,bench|person,person|bench,,False
17627,000000017627.jpg,a street filled with lots of cars next to a building,bus|car|person,car,,False
17714,000000017714.jpg,a plate of food and a cup of coffee on a table,banana|cup|dining table|fork|knife|pizza|spoon|train,cup|dining table,,False
17899,000000017899.jpg,a woman is making cookies on a table,bird|cake|chair|couch|cup|dining table|hot dog|person|spoon,person|dining table,,False
17905,000000017905.jpg,a man standing next to a traffic light,fire hydrant|person|traffic light,person|traffic light,,False
17959,000000017959.jpg,a group of kites that are in the grass,backpack|kite|orange|person,kite,,False
18150,000000018150.jpg,a man and a child are eating pizza,backpack|bottle|couch|person|pizza,person|person|pizza,,False
18193,000000018193.jpg,a woman sitting in a chair eating a piece of pizza,apple|chair|hot dog|person|sandwich,person|chair|pizza,pizza,True
18380,000000018380.jpg,a group of people sitting around a table with plates of food,bowl|carrot|chair|cup|dining table|fork|knife|person|spoon|vase|wine glass,person|dining table,,False
18491,000000018491.jpg,a baseball player sliding into home plate,baseball bat|baseball glove|bench|person|sports ball,person,,False
18519,000000018519.jpg,a man riding a skateboard up the side of a ramp,person|skateboard,person|skateboard,,False
18575,000000018575.jpg,a plate of food with a burger and fries,bottle|bowl|dining table|knife|sandwich|wine glass,sandwich,,False
18737,000000018737.jpg,a red motorcycle parked on the side of a road,motorcycle,motorcycle,,False
18770,000000018770.jpg,a man in a suit and tie looking off into the distance,person|tie,person|tie,,False
18833,000000018833.jpg,a cat sleeping on top of a pair of shoes,cat,cat,,False
18837,000000018837.jpg,a green truck with two men on top of it,car|person|truck,truck|person,,False
19042,000000019042.jpg,a bird standing on a rock in the middle of a river,bird|car,bird,,False
19109,000000019109.jpg,a row of scooters parked in front of a restaurant,handbag|motorcycle|person,motorcycle,,False
19221,000000019221.jpg,a hand holding a piece of broccoli in a bowl,broccoli|person,broccoli|bowl,bowl,True
19402,000000019402.jpg,a man and a woman eating pizza in a restaurant,person|pizza,person|person|pizza,,False
19432,000000019432.jpg,a man standing on a tennis court holding a racquet,chair|person|sports ball|tennis racket,person,,False
19742,000000019742.jpg,a glass vase with a picture of a baby in it,cup|dining table|person|vase,vase|person,,False
19786,000000019786.jpg,a man is laughing while holding a camera,couch|laptop|person|remote,person,,False
19924,000000019924.jpg,a woman in a hat smoking a cigarette,person|tie,person,,False
20059,000000020059.jpg,two zebras grazing in a grassy field next to a rock wall,zebra,zebra,,False
20107,000000020107.jpg,a fire hydrant on a sidewalk next to a wall,fire hydrant,fire hydrant,,False
20247,000000020247.jpg,two brown bears walking on a dirt road,bear,bear,,False
20333,000000020333.jpg,a young boy in a tie is playing in a bucket,bowl|person|tie,person|tie,,False
20553,000000020553.jpg,a teddy bear sitting on a chair in the middle of a desert,bed|bottle|chair|couch|cup|dining table|teddy bear|umbrella|vase,teddy bear|chair,,False
20571,000000020571.jpg,a boat docked at a dock with other boats,boat|handbag|person,boat|boat,,False
20992,000000020992.jpg,a woman is eating a hot dog outside,hot dog|person,person|hot dog,,False
21167,000000021167.jpg,a man and a woman standing next to each other,person|tie|wine glass,person|person,,False
21465,000000021465.jpg,a table with a shelf and a vase on it,chair|cup|dining table|vase,dining table|vase,,False
21503,000000021503.jpg,a plate of food with a few pieces of bread,dining table|keyboard|mouse|remote|sandwich,,,False
21604,000000021604.jpg,a man in a suit and tie with a light up tie,person|tie,person|tie|tie,,False
21839,000000021839.jpg,a man walking across a street at night,car|handbag|person|traffic light,person,,False
21879,000000021879.jpg,a woman riding a surfboard on a wave in the ocean,person|surfboard,person|surfboard,,False
21903,000000021903.jpg,a man is petting an elephant behind a fence,elephant|person,person|elephant,,False
22192,000000022192.jpg,a dog sitting on a bed with a pile of clothes,bed|cow|dog|handbag,dog|bed,,False
22371,000000022371.jpg,a man sitting at a desk with a laptop and pen,book|dining table|laptop|person|tie,person|dining table|laptop,,False
22396,000000022396.jpg,a plane flying in the sky with a half moon in the background,airplane|person,airplane,,False
22479,000000022479.jpg,a man flying through the air while riding a skateboard,bench|person|skateboard,person|skateboard,,False
22589,000000022589.jpg,a sheep is standing behind a fence in a field,sheep,sheep,,False
22623,000000022623.jpg,a close up of a cell phone with a picture on it,cell phone|orange,cell phone,,False
22705,000000022705.jpg,a woman in a black dress standing in a kitchen,bottle|bowl|person|refrigerator|wine glass,person,,False
22755,000000022755.jpg,a school bus is seen in a rear view mirror,bus|car,,,False
22892,000000022892.jpg,a cat and a dog looking at each other,cat|chair|dining table|dog|potted plant,cat|dog,,False
22935,000000022935.jpg,a woman in a blue uniform is playing soccer,person|sports ball,person,,False
22969,000000022969.jpg,two giraffes standing in a fenced in area,giraffe,giraffe,,False
23023,000000023023.jpg,a black and white photo of luggage and a bag,handbag|suitcase,suitcase,,False
23034,000000023034.jpg,a man is walking with two horses on a trail,backpack|horse|person,person|horse,,False
23126,000000023126.jpg,a man riding a horse while holding a rope,horse|person,person|horse,,False
23230,000000023230.jpg,a group of ducks swimming in a lake,bird,bird,,False
23272,000000023272.jpg,a cat sitting on the hood of a car,car|cat,cat|car,,False
23359,000000023359.jpg,a man flying through the air while riding a snowboard,person|snowboard,person|snowboard,,False
23666,000000023666.jpg,a toilet and bathtub in a small bathroom,toilet,toilet,,False
23751,000000023751.jpg,a statue of two people holding a kite,kite|person,person|kite,,False
23781,000000023781.jpg,a table topped with baskets of vegetables and fruits,broccoli|carrot,dining table,dining table,True
23899,000000023899.jpg,three men sitting on a couch playing a video game,couch|person|remote|tv,person|couch,,False
23937,000000023937.jpg,a herd of cattle laying in a field next to a tree,cow|sheep,cow,,False
24021,000000024021.jpg,a group of boys are posing for a picture,person|tie,person,,False
24027,000000024027.jpg,a kite flying in the air over a lush green field,kite|person,kite,,False
24144,000000024144.jpg,a large pizza in a box on a table,pizza,pizza|dining table,dining table,True
24243,000000024243.jpg,a woman sitting on a refrigerator next to a man,cup|person|refrigerator,person|refrigerator|person,,False
24567,000000024567.jpg,a man in a hat is preparing hot dogs,chair|hot dog|person,person|hot dog,,False
24610,000000024610.jpg,"a living room with a couch, book shelf and a computer",backpack|book|bottle|chair|couch|dining table|laptop,couch|book|laptop,,False
24919,000000024919.jpg,two elephants standing in a field with trees,elephant|horse,elephant,,False
25057,000000025057.jpg,a man holding a frisbee in a field,bottle|frisbee|person,person|frisbee,,False
25096,000000025096.jpg,a boy cutting a cake with a knife,cake|chair|dining table|knife|person|skateboard|zebra,person|cake|knife,,False
25139,000000025139.jpg,two zebras standing next to each other in a pen,zebra,zebra,,False
25181,000000025181.jpg,a train station with two trains on the tracks,backpack|bench|person|train,train|train,,False
25228,000000025228.jpg,a woman sitting on a surfboard in the ocean,person|surfboard,person|surfboard,,False
25386,000000025386.jpg,a man and woman sitting on a train eating food,chair|hot dog|person|sandwich|train,person|person|train,,False
25393,000000025393.jpg,two men in suits walking down a street,car|person|tie,person,,False
25394,000000025394.jpg,a man is pouring a glass of wine,bottle|cup|person|wine glass,person,,False
25424,000000025424.jpg,a man is swinging a tennis racket at a ball,person|sports ball|tennis racket,person|tennis racket|sports ball,,False
25560,000000025560.jpg,a cat is standing on a shelf in front of a television,cat|cup|orange|person|tv,cat|tv,,False
25593,000000025593.jpg,a street sign with a bicycle and a man on it,bicycle|person|stop sign,bicycle|person,,False
25603,000000025603.jpg,a girl sitting at a table with a pizza and a glass of water,book|chair|cup|dining table|person|pizza,person|dining table|pizza,,False
25986,000000025986.jpg,a table with a variety of food on it,bowl|broccoli|cup|dining table|donut|spoon,dining table,,False
26204,000000026204.jpg,a city street filled with traffic and a bus,bus|car|person|traffic light|truck,,,False
26465,000000026465.jpg,a laptop computer sitting on top of a white table,cell phone|chair|dining table|keyboard|laptop|person|remote,laptop|dining table,,False
26564,000000026564.jpg,"a desk with a computer, keyboard, mouse and books",book|bottle|dining table|keyboard|laptop|mouse|tv,dining table|laptop|keyboard|mouse|book,,False
26690,000000026690.jpg,a man flying through the air while riding a skateboard,person|refrigerator|skateboard,person|skateboard,,False
26926,000000026926.jpg,a fire hydrant with a face drawn on it,car|fire hydrant|orange|tie,fire hydrant,,False
26941,000000026941.jpg,a cart full of luggage sitting outside of a building,person|suitcase,suitcase,,False
27186,000000027186.jpg,a little girl holding a nintendo wii game controller,couch|person|remote,person,,False
27620,000000027620.jpg,a desk with a laptop and a chair,bottle|chair|dining table|keyboard|laptop|mouse,dining table|laptop|chair,,False
27696,000000027696.jpg,a pizza with peppers and onions on a plate,dining table|fork|knife|person|pizza,pizza,,False
27768,000000027768.jpg,a bus is parked on the side of the street,bus|car|person,,,False
27932,000000027932.jpg,a baseball glove and a baseball hat on the ground,baseball glove|sports ball,baseball glove,,False
27972,000000027972.jpg,a man riding a wave on top of a surfboard,person|surfboard,person|surfboard,,False
27982,000000027982.jpg,"a bathroom with a sink, toilet and mirror",chair|sink|toilet,sink|toilet,,False
28285,000000028285.jpg,a white clock tower with a blue roof,clock,clock,,False
28449,000000028449.jpg,a herd of elephants walking down a dirt road,elephant,elephant,,False
28452,000000028452.jpg,a refrigerator with the door open and the door wide open,bottle|refrigerator,refrigerator,,False
28809,000000028809.jpg,a bunch of bananas sitting on a table,banana|dining table,banana|dining table,,False
28993,000000028993.jpg,a couple of fire hydrants sitting on the side of a road,fire hydrant|person|traffic light,fire hydrant,,False
29187,000000029187.jpg,a man riding a horse drawn carriage down a race track,horse|person,person|horse,,False
29393,000000029393.jpg,a dog standing on a bench in a backyard,bench|dog|orange,dog|bench,,False
29397,000000029397.jpg,a person standing on a bench with a sign on it,bench|orange|person,person|bench,,False
29596,000000029596.jpg,"a living room with a couch, table and television",book|chair|couch|cup|dining table|potted plant|tv|vase,couch|dining table|tv,,False
29640,000000029640.jpg,a pan filled with broccoli and meat on a stove,broccoli|carrot|oven|spoon,broccoli|oven,,False
29675,000000029675.jpg,three hot dogs with mustard on them on a plate,dining table|hot dog,hot dog,,False
29984,000000029984.jpg,a couple of people are swimming in the ocean,chair|person|umbrella,person,,False
30213,000000030213.jpg,"a kitchen with a table, refrigerator, sink and a chair",apple|bottle|bowl|chair|dining table|oven|refrigerator|sink,dining table|refrigerator|sink|chair,,False
30494,000000030494.jpg,a dog is walking in the woods with a frisbee,dog|frisbee,dog|frisbee,,False
30504,000000030504.jpg,a person on skis going down a snowy hill,backpack|person|skis,person|skis,,False
30675,000000030675.jpg,a train is traveling down the tracks near trees,orange|train,train,,False
30785,000000030785.jpg,a plate with a bowl of broccoli and a sandwich,bowl|broccoli|dining table|sandwich,bowl|broccoli|sandwich,,False
30828,000000030828.jpg,a person sleeping on a park bench with a sleeping bag,backpack|bench|car|orange|parking meter|person,person|bench,,False
31050,000000031050.jpg,a vase with some plants in it on a table,vase,vase|dining table,dining table,True
31093,000000031093.jpg,a man riding a skateboard up the side of a ramp,backpack|bowl|person|skateboard,person|skateboard,,False
31118,000000031118.jpg,a large clock tower with a christmas tree in the middle of a city,car|clock|person,clock,,False
31217,000000031217.jpg,a man is playing tennis on a court,person|sports ball|tennis racket,person,,False
31248,000000031248.jpg,a living room with a fireplace and a chair,book|bowl|chair|couch|potted plant,chair,,False
31269,000000031269.jpg,three zebras grazing on grass in a field,horse|person|zebra,zebra,,False
31296,000000031296.jpg,a group of people sitting at a table in a restaurant,bottle|cell phone|chair|clock|cup|dining table|person|tie,person|dining table,,False
31322,000000031322.jpg,a flock of swans swimming in a harbor,bird|boat|person,bird,,False
