image_id,fname,caption,gt,mentioned,wrong,is_hall
3934,000000003934.jpg,children playing on a tv remote in front of a couch,couch|cup|person|remote|wine glass,person|tv|remote|couch,tv,True
4134,000000004134.jpg,two men in business attire shaking hands during a formal dinner,chair|dining table|person|tie|wine glass,person,,False
4395,000000004395.jpg,man wearing dress shirt and tie in business wear,person|tie,person|tie,,False
4495,000000004495.jpg,two chairs with footstools are facing toward an old tv set,chair|couch|tv,chair|tv,,False
4765,000000004765.jpg,a man riding a wave on a surfboard,person|surfboard,person|surfboard,,False
4795,000000004795.jpg,a gray cat sitting in front of a computer monitor and phone,cat|cell phone|laptop|tv,cat|laptop|tv|cell phone,,False
5001,000000005001.jpg,a group of people standing around with a kid cutting a ribbon,bicycle|handbag|person|scissors,person|person,,False
5037,000000005037.jpg,a bus pulls up at a stop in the city,bus|car|person,,,False
5060,000000005060.jpg,a man sitting on the floor in front of a mirror,cell phone|person,person,,False
5193,000000005193.jpg,group of surfers posing in an garage with their boards,bottle|person|surfboard,,,False
5477,000000005477.jpg,the large airliner is parked in an airport,airplane,,,False
5503,000000005503.jpg,a view from above looking into a toilet,airplane|person|toilet,toilet,,False
5529,000000005529.jpg,"a man skiing down a snowy mountain, with two poles",person|skis,person,,False
5586,000000005586.jpg,a man taking a swing at a tennis ball,person|sports ball|tennis racket,person|sports ball,,False
5600,000000005600.jpg,a close up of some food in metal containers,bowl|dining table|spoon,bowl,,False
5992,000000005992.jpg,three sheep standing next to a brick building,sheep,sheep,,False
6012,000000006012.jpg,an abstract photo has bananas and an apple in each other,apple|banana,banana|apple,,False
6040,000000006040.jpg,a light rail in a street with cars on the sides,car|person|train|truck,car,,False
6213,000000006213.jpg,the large bathroom has a walk in shower and double sinks,sink,sink,,False
6460,000000006460.jpg,black and white image of a surfer jumping over a wave,person|surfboard,,,False
6471,000000006471.jpg,a baseball player taking a swing at the ball,baseball bat|baseball glove|bench|bottle|person,person|sports ball,sports ball,True
6614,000000006614.jpg,"a black and white picture of some almonds, apples and grapes",apple|orange,apple,,False
6723,000000006723.jpg,a long street lined with buildings next to a highway,bicycle|bus|car|truck,,,False
6763,000000006763.jpg,two people in front of the bar smiling,cell phone|dining table|person|tie|tv,person,,False
6771,000000006771.jpg,the woman is wearing costume and a gold hat,cell phone|person,person,,False
6818,000000006818.jpg,"a white bathroom with a black window, toilet and buckets",toilet,toilet,,False
6894,000000006894.jpg,man with sunglasses holding elephants ears while looking at the camera,elephant|person|truck,person|elephant,,False
6954,000000006954.jpg,a group of children sit in a grassy area holding frisbees,frisbee|person,person|frisbee,,False
7088,000000007088.jpg,small child in red jacket holding umbrella while standing in street,car|person|truck|umbrella,person|umbrella,,False
7108,000000007108.jpg,an adult elephant walks through the mud with another elephant in the background,elephant,person|elephant|elephant,person,True
7278,000000007278.jpg,a man in red and green shirt surfing on an ocean wave,person|surfboard,person,,False
7281,000000007281.jpg,two people in white riding horses on the beach,horse|person,person|horse,,False
7386,000000007386.jpg,an old bicycle sitting in a yard beside a motorcycle trailer,bicycle|dog|motorcycle|truck,bicycle|motorcycle,,False
7511,000000007511.jpg,a man is standing in the sand flying a kite,backpack|kite|person,person|kite,,False
7574,000000007574.jpg,a kitchen filled with lots of clutter and appliances,bottle|bowl|microwave|oven|refrigerator|sink|vase|wine glass,,,False
7784,000000007784.jpg,a para sailer kite is soaring through the air,kite|orange,kite,,False
7795,000000007795.jpg,"two beds in a large bedroom, with wooden floors",bed|clock|remote,bed,,False
7816,000000007816.jpg,a motorcycle rider on a race course with people watching,motorcycle|person,motorcycle|person|person,,False
7818,000000007818.jpg,a table is set for dinner with white flowers,chair|dining table|fork|knife|vase|wine glass,dining table,,False
7888,000000007888.jpg,a black and white photo of two clocks on a post,clock,clock,,False
7977,000000007977.jpg,a young skateboarder in a black shirt is doing a trick,person|skateboard,person,,False
7991,000000007991.jpg,a plate of carrots and green beans on a counter,carrot|dining table|knife|person,carrot,,False
8021,000000008021.jpg,a man in a suit is on a large screen,bottle|person|tie,person,,False
8211,000000008211.jpg,two men sitting on a curb next to a motorcycle,bicycle|chair|motorcycle|person,person|motorcycle,,False
8277,000000008277.jpg,a bowl with broccoli and other foods on a paper plate,bowl|broccoli|cup|fork,bowl|broccoli,,False
8532,000000008532.jpg,a black man wearing glasses and a plaid hat smiles for the camera,cat|person|tie,person,,False
8629,000000008629.jpg,a collage of photos of different types of pizza,fork|pizza,pizza,,False
8690,000000008690.jpg,two little girls are petting two small goats,person|sheep,person|sheep,,False
8762,000000008762.jpg,a street light with a green light above it,car|traffic light,traffic light,,False
8844,000000008844.jpg,a woman smiles behind a table of bananas,banana|dining table|person,person|dining table|banana,,False
8899,000000008899.jpg,a fire hydrant in front of a building with graffiti on it,bicycle|fire hydrant,fire hydrant,,False
9378,000000009378.jpg,a man with long hair holding a frisbee in front of a crowd,frisbee|person,person|frisbee,,False
9400,000000009400.jpg,a group of people sitting in a restaurant while using computers,cup|dining table|keyboard|laptop|mouse|person,person|laptop,,False
9448,000000009448.jpg,a young girl standing underneath an open blue umbrella,person|umbrella,person|umbrella,,False
9483,000000009483.jpg,a man standing in front of a computer monitor,dining table|keyboard|laptop|mouse|person|tv,person|laptop|tv,,False
9590,000000009590.jpg,several men sit around a table eating food,bottle|bowl|chair|clock|cup|dining table|person|spoon,person|dining table,,False
9769,000000009769.jpg,a red truck driving down a street with snow on the ground,fire hydrant|person|truck,truck,,False
9772,000000009772.jpg,a bathroom with two sinks and a tv mounted above,person|sink|tv,sink|tv,,False
9891,000000009891.jpg,two men loading luggage into a car at an airport,backpack|car|person|suitcase|tie,person|suitcase|car,,False
9914,000000009914.jpg,"a plate with a burger, fries, and pickles",bowl|cup|dining table|hot dog|knife|sandwich,sandwich,,False
10092,000000010092.jpg,a bedroom with a mosquito net bed and table,bed|bird|chair|dining table,bed|dining table,,False
10363,000000010363.jpg,a cat stands on top of the hood of a car,bicycle|bottle|car|cat,cat|car,,False
10583,000000010583.jpg,a plate of food with meat and gravy,dining table|knife|sandwich,,,False
10707,000000010707.jpg,three men playing video games with remote controllers in a living room,backpack|bottle|couch|cup|dining table|laptop|person|remote,person|remote,,False
10764,000000010764.jpg,a baseball player with a catchers mitt on a field,baseball glove|person|sports ball,person,,False
10977,000000010977.jpg,a bathroom with pink tiles and brown cabinets,sink|toilet,,,False
10995,000000010995.jpg,a bed with a plaid comforter and a window,bed,bed,,False
11051,000000011051.jpg,a young woman tying a boutonniere to the mans suit coat,person|tie,person|person,,False
11122,000000011122.jpg,a stop sign behind a fence in a yard,stop sign,stop sign,,False
11149,000000011149.jpg,two men standing on the side of the street with a row of bikes,bicycle|motorcycle|person,person|bicycle,,False
11197,000000011197.jpg,a man standing at a cross walk near a street,backpack|bicycle|car|person|traffic light,person,,False
11511,000000011511.jpg,a statue of two people sitting on a bench,bench|handbag|motorcycle|person,person|bench,,False
11615,000000011615.jpg,a street sign with several different signs on it,truck,,,False
11699,000000011699.jpg,two girls pose for the camera while holding a large suitcase,handbag|person|suitcase,person|suitcase,,False
11760,000000011760.jpg,two zebras are standing near a group of trees,zebra,zebra,,False
11813,000000011813.jpg,a camera set up on a tripod for a video shoot,chair|laptop,,,False
12062,000000012062.jpg,"a white sheep surrounded by dirty, fur covered animal beds",couch|sheep|sports ball,sheep|bed,bed,True
12120,000000012120.jpg,two tennis players are on the court during a match,chair|person|sports ball|tennis racket,person,,False
12280,000000012280.jpg,a woman walking with a suitcase through an airport,cat|person|suitcase|tv,person|suitcase,,False
12576,000000012576.jpg,a table with pizzas and glasses of wine,cup|dining table|fork|knife|person|pizza|tv,dining table|pizza,,False
12639,000000012639.jpg,a young baseball player is getting ready to swing,baseball bat|baseball glove|person,person,,False
12667,000000012667.jpg,banana on telephone receiver with writing pad next to it,banana|cell phone|dining table,banana|cell phone,,False
12670,000000012670.jpg,an outdoor crowd of people standing next to each other,backpack|cell phone|handbag|person|teddy bear,person,,False
12748,000000012748.jpg,a man holding a baby and petting a horse,horse|person,person|person|horse,,False
13004,000000013004.jpg,a small white bowl with a peeled banana and sauce,banana|dining table,bowl|banana,bowl,True
13177,000000013177.jpg,a man working on a motorcycle wheel in front of a bike,bicycle|motorcycle|person,person|motorcycle|bicycle,,False
13201,000000013201.jpg,a young man with dreadlocks skateboarding on a ramp,person|skateboard,person,,False
13291,000000013291.jpg,six asian children are posing with frisbees while holding an adult,frisbee|person,person|frisbee|person,,False
13348,000000013348.jpg,large jetliner parked at an airport terminal with boarding walkway and walkway,airplane|person|truck,airplane,,False
13546,000000013546.jpg,a man skateboarding on a ramp outside at the park,bench|person|skateboard,person,,False
13597,000000013597.jpg,a piece of chocolate cake on a plate,cake|dining table,cake,,False
13659,000000013659.jpg,a group of people at table with laptop computers,chair|cup|dining table|keyboard|laptop|person|tv,person|dining table|laptop,,False
13729,000000013729.jpg,a group of people standing around a living room holding nintendo wii controllers,bottle|couch|cup|dining table|person|remote,person,,False
13774,000000013774.jpg,person standing on water with a ball over their head,frisbee|kite|person,person|sports ball,sports ball,True
13923,000000013923.jpg,a living room with a table and chairs,bottle|bowl|chair|couch|dining table|potted plant|tv|vase,dining table|chair,,False
14007,000000014007.jpg,the cat is perched on the small blue refrigerator,cat|refrigerator,cat|refrigerator,,False
14038,000000014038.jpg,the room has many balloons and a lot of other stuff on the floor,bed|book|bottle|cell phone|chair|couch|dining table|microwave|potted plant|refrigerator|tv,,,False
14226,000000014226.jpg,a man holding a laptop on his lap while looking out the window,apple|chair|dining table|laptop|person|train,person|laptop,,False
14380,000000014380.jpg,the bridge is surrounded by tracks and cars,car|train,car,,False
14439,000000014439.jpg,two women fly a colorful kite in a park,backpack|chair|kite|person,person|kite,,False
14473,000000014473.jpg,a model train on a track with some traffic cones around it,person|train,train,,False
14831,000000014831.jpg,the side view of a cat laying on a bed,bed|cat|orange,cat|bed,,False
14888,000000014888.jpg,a cow with red and white cups on its back,cow,cow|cup,cup,True
15079,000000015079.jpg,a sandwich is shown on a plate with a knife,knife|sandwich,sandwich|knife,,False
15254,000000015254.jpg,the lunchbox is packed with vegetables and meat,bowl|carrot|dining table|spoon,,,False
15272,000000015272.jpg,a traffic light sitting next to a bunch of cherry trees,traffic light,traffic light,,False
15278,000000015278.jpg,broccoli on a plate with fish on the side,broccoli,broccoli,,False
15335,000000015335.jpg,"a woman, man and young boy at a table together eating food",bowl|cell phone|couch|cup|dining table|person,person|person|person|dining table,,False
15338,000000015338.jpg,a bus is sitting at a bus stop,bus|car|person|sports ball|truck,,,False
15440,000000015440.jpg,a stop sign stands at the corner on an empty street,bus|stop sign,stop sign,,False
15497,000000015497.jpg,cat laying on a sofa with a computer mouse,cat|couch|laptop|mouse,cat|couch|laptop|mouse,,False
15517,000000015517.jpg,buses are lined up next to each other in an urban area,bus,bus,,False
15597,000000015597.jpg,a shirtless skateboarder skating on a half pipe,bicycle|person|skateboard,person,,False
15660,000000015660.jpg,a person riding a windsurfing in the ocean,kite|person|surfboard,person,,False
15746,000000015746.jpg,a red fire hydrant sitting in the grass,fire hydrant,fire hydrant,,False
15751,000000015751.jpg,a group of birds sitting on the outside of a shed,bird,bird,,False
15956,000000015956.jpg,a person walking with a horse inside of a barn,clock|horse|person,person|horse,,False
16010,000000016010.jpg,"zebras, other animals and rhinos are in the green field",cow|zebra,zebra,,False
16228,000000016228.jpg,an image of a carriage with a horse,bench|bus|car|horse|person|tie|train|umbrella,horse,,False
16249,000000016249.jpg,an older man sits on a bench in a city,backpack|bench|chair|person,person|bench,,False
16439,000000016439.jpg,a lap top on a wooden desk under a lamp,cell phone|dining table|laptop|wine glass,dining table,,False
16451,000000016451.jpg,a beach with a few surfboards and a chair,backpack|chair|handbag|person|surfboard|umbrella,surfboard|chair,,False
16502,000000016502.jpg,a sheep standing on top of a rocky hill,sheep,sheep,,False
16598,000000016598.jpg,a woman with blue hair takes a picture of herself in the mirror,cell phone|person|tie,person,,False
16958,000000016958.jpg,a chair is sitting by a fire place in a room,book|chair|dining table|vase,chair,,False
17029,000000017029.jpg,a dog jumping in the air to catch a frisbee,car|dog|frisbee,dog|frisbee,,False
17031,000000017031.jpg,a giraffe is standing in front of a group of people,giraffe|person,giraffe|person,,False
17115,000000017115.jpg,a pair of zebras looking towards the camera,zebra,zebra,,False
17178,000000017178.jpg,a number of horses near a car,car|horse,horse|car,,False
17182,000000017182.jpg,a chalkboard behind a wooden desk with wooden chairs,apple|book|chair|dining table,dining table|chair,,False
17207,000000017207.jpg,a bus is driving down the street in india,bench|bus|car|motorcycle|person,,,False
17379,000000017379.jpg,tv screen and large mirrors in public restroom,person|sink|tv,tv,,False
17436,000000017436.jpg,a couple sitting on a bench in front of a clock tower,bench|person,bench|clock,clock,True
17627,000000017627.jpg,cars are stopped at an intersection in a city,bus|car|person,car,,False
17714,000000017714.jpg,a plate of food and a cup of coffee on a table,banana|cup|dining table|fork|knife|pizza|spoon|train,cup|dining table,,False
17899,000000017899.jpg,an older lady in an apron slicing up cookies and other items,bird|cake|chair|couch|cup|dining table|hot dog|person|spoon,person,,False
17905,000000017905.jpg,man standing beside a traffic light in a foreign country,fire hydrant|person|traffic light,person|traffic light,,False
17959,000000017959.jpg,a group of kites with clown fish kites hanging in a park,backpack|kite|orange|person,kite|kite,,False
18150,000000018150.jpg,man looking at a little boy eating a slice of pizza,backpack|bottle|couch|person|pizza,person|person|pizza,,False
18193,000000018193.jpg,a young woman sitting in a camping chair eating food,apple|chair|hot dog|person|sandwich,person|chair,,False
18380,000000018380.jpg,a group of people sitting around a table with plates of food,bowl|carrot|chair|cup|dining table|fork|knife|person|spoon|vase|wine glass,person|dining table,,False
18491,000000018491.jpg,a baseball player sliding into home plate,baseball bat|baseball glove|bench|person|sports ball,person,,False
18519,000000018519.jpg,a skate boarder doing tricks at a skate park,person|skateboard,,,False
18575,000000018575.jpg,a plate of food with a burger and fries,bottle|bowl|dining table|knife|sandwich|wine glass,sandwich,,False
18737,000000018737.jpg,a large red motorcycle parked near a beach,motorcycle,motorcycle,,False
18770,000000018770.jpg,an older man with eye glasses on wearing a suit and tie,person|tie,person|tie,,False
18833,000000018833.jpg,a cat sleeps inside a pair of shoes,cat,cat,,False
18837,000000018837.jpg,a green truck with two men on top of it,car|person|truck,truck|person,,False
19042,000000019042.jpg,a river with rocks and a person standing near the water,bird|car,person,person,True
19109,000000019109.jpg,several parked motorcycles line a street in front of shops,handbag|motorcycle|person,motorcycle,,False
19221,000000019221.jpg,a small piece of broccoli sitting in a persons hand,broccoli|person,broccoli|person,,False
19402,000000019402.jpg,a man and a woman eating pizza in a restaurant,person|pizza,person|person|pizza,,False
19432,000000019432.jpg,the tennis player is preparing to hit the ball,chair|person|sports ball|tennis racket,person|sports ball,,False
19742,000000019742.jpg,the orange glass is sitting on the table next to the candle,cup|dining table|person|vase,orange|dining table,orange,True
19786,000000019786.jpg,a man standing inside of a living room with his headphones on,couch|laptop|person|remote,person,,False
19924,000000019924.jpg,a woman smoking a cigarette with a hat on and holding a cigar in her mouth,person|tie,person,,False
20059,000000020059.jpg,two zebras standing in a grassy zoo enclosure,zebra,zebra,,False
20107,000000020107.jpg,an old rusty fire hydrant is placed in front of a cement wall and tree,fire hydrant,fire hydrant,,False
20247,000000020247.jpg,two brown bears walking on a dirt road,bear,bear,,False
20333,000000020333.jpg,a young boy with a tie is playing in the dirt,bowl|person|tie,person|tie,,False
20553,000000020553.jpg,a few teddy bears and other items are set out in a desert setting,bed|bottle|chair|couch|cup|dining table|teddy bear|umbrella|vase,teddy bear,,False
20571,000000020571.jpg,a fleet of fishing boats sitting next to each other on a dock,boat|handbag|person,boat,,False
20992,000000020992.jpg,a woman sticking her tongue out while holding a hot dog,hot dog|person,person|hot dog,,False
21167,000000021167.jpg,a woman with a glass in her hands and a man in a suit,person|tie|wine glass,person|person,,False
21465,000000021465.jpg,a blue shelf holding knick knacks and other items,chair|cup|dining table|vase,,,False
21503,000000021503.jpg,pieces of toast and frosted cookies on a plate,dining table|keyboard|mouse|remote|sandwich,,,False
21604,000000021604.jpg,a man wearing a light up tie,person|tie,person|tie,,False
21839,000000021839.jpg,a person walking across a street with people and buildings in the background,car|handbag|person|traffic light,person|person,,False
21879,000000021879.jpg,two women in bikinis surf with people lying on surfboards,person|surfboard,person|person|surfboard,,False
21903,000000021903.jpg,a man is petting an elephant behind a fence,elephant|person,person|elephant,,False
22192,000000022192.jpg,brown pit bull dog sitting on bed in front of a pile of unmade clothes,bed|cow|dog|handbag,cow|dog|bed,,False
22371,000000022371.jpg,"a business man is sitting at his desk, holding his nose to his mouth,",book|dining table|laptop|person|tie,person|dining table,,False
22396,000000022396.jpg,a large jetliner flying past a partial moon,airplane|person,airplane,,False
22479,000000022479.jpg,a skateboarder is mid air as he attempts a trick,bench|person|skateboard,person,,False
22589,000000022589.jpg,two sheep are behind a wire fence in a park,sheep,sheep,,False
22623,000000022623.jpg,a close up of a cell phone with a picture on it,cell phone|orange,cell phone,,False
22705,000000022705.jpg,a woman standing in front of a fridge with drinks,bottle|bowl|person|refrigerator|wine glass,person|refrigerator,,False
22755,000000022755.jpg,a rear view mirror on a yellow school bus reflecting the roadway,bus|car,,,False
22892,000000022892.jpg,a cat and dog looking outside through a glass door,cat|chair|dining table|dog|potted plant,cat|dog,,False
22935,000000022935.jpg,a woman in a blue uniform is playing soccer,person|sports ball,person,,False
22969,000000022969.jpg,two giraffes standing next to a wooden fence near a forest,giraffe,giraffe,,False
23023,000000023023.jpg,a black and white photo of luggage and a bag,handbag|suitcase,suitcase,,False
23034,000000023034.jpg,a man in red hat walking down a dirt path with two horses,backpack|horse|person,person|horse,,False
23126,000000023126.jpg,the man is riding on a horse while standing on the track,horse|person,person|horse,,False
23230,000000023230.jpg,four geese swimming on a pond near bushes,bird,bird,,False
23272,000000023272.jpg,an orange and white cat sitting on the hood of a mercedes,car|cat,orange|cat,orange,True
23359,000000023359.jpg,a snowboarder in brown jacket doing a jump,person|snowboard,person,,False
23666,000000023666.jpg,this bathroom has an old fashioned toilet and old bathtub,toilet,toilet,,False
23751,000000023751.jpg,a man flying a kite in front of a building,kite|person,person|kite,,False
23781,000000023781.jpg,several baskets full of fruit and vegetables are seen here,broccoli|carrot,,,False
23899,000000023899.jpg,three men are playing with video games in a bedroom,couch|person|remote|tv,person,,False
23937,000000023937.jpg,cows are lying in the shade next to a tree,cow|sheep,cow,,False
24021,000000024021.jpg,"black and white photo of boys in uniforms and ties, with brick buildings behind them",person|tie,person|tie,,False
24027,000000024027.jpg,a colorful kite is flying over a park,kite|person,kite,,False
24144,000000024144.jpg,a large cheese pizza sitting inside a box,pizza,pizza,,False
24243,000000024243.jpg,"a woman sitting in an old refrigerator, while her companion talks on the phone",cup|person|refrigerator,person|refrigerator|cell phone,cell phone,True
24567,000000024567.jpg,a man standing over some hot dogs on a tray,chair|hot dog|person,person|hot dog,,False
24610,000000024610.jpg,"there is a room with several books, a computer, and other furniture",backpack|book|bottle|chair|couch|dining table|laptop,book|laptop,,False
24919,000000024919.jpg,two elephants standing on top of a grass covered field,elephant|horse,elephant,,False
25057,000000025057.jpg,a shirtless man holds a frisbee as another person runs by,bottle|frisbee|person,person|frisbee|person,,False
25096,000000025096.jpg,a boy is sitting at a table cutting into a train shaped cake,cake|chair|dining table|knife|person|skateboard|zebra,person|dining table|train|cake,train,True
25139,000000025139.jpg,two zebras standing next to each other in a pen,zebra,zebra,,False
25181,000000025181.jpg,the black and white image shows two trains on the tracks at the train station,backpack|bench|person|train,train|train,,False
25228,000000025228.jpg,a woman riding on a surfboard under a cloudy sky,person|surfboard,person|surfboard,,False
25386,000000025386.jpg,a man and woman sitting on a train eating food,chair|hot dog|person|sandwich|train,person|person|train,,False
25393,000000025393.jpg,two young men in suits crossing street at night,car|person|tie,person,,False
25394,000000025394.jpg,a man is pouring a glass of wine,bottle|cup|person|wine glass,person,,False
25424,000000025424.jpg,a man is swinging a tennis racket at a ball,person|sports ball|tennis racket,person|tennis racket|sports ball,,False
25560,000000025560.jpg,a white and brown cat stands on a table near a tv,cat|cup|orange|person|tv,cat|dining table|tv,dining table,True
25593,000000025593.jpg,street signs in english and chinese written in asian,bicycle|person|stop sign,,,False
25603,000000025603.jpg,"a young girl eating at a restaurant, next to a pizza",book|chair|cup|dining table|person|pizza,person|pizza,,False
25986,000000025986.jpg,the counter is covered with various dishes of food,bowl|broccoli|cup|dining table|donut|spoon,,,False
26204,000000026204.jpg,"cars, trucks, bus and ambulance wait at an intersection on a busy city street",bus|car|person|traffic light|truck,car|truck,,False
26465,000000026465.jpg,a desk top with an open laptop and various cell phones on it,cell phone|chair|dining table|keyboard|laptop|person|remote,dining table|laptop|cell phone,,False
26564,000000026564.jpg,"a desk with a computer, keyboard, mouse and books",book|bottle|dining table|keyboard|laptop|mouse|tv,dining table|laptop|keyboard|mouse|book,,False
26690,000000026690.jpg,skateboarder jumping at the top of a ramp in front of crowd,person|refrigerator|skateboard,person,,False
26926,000000026926.jpg,a fire hydrant with a face drawn on it,car|fire hydrant|orange|tie,fire hydrant,,False
26941,000000026941.jpg,multiple suitcases piled on top of each other,person|suitcase,suitcase,,False
27186,000000027186.jpg,a little girl holding a nintendo wii game controller,couch|person|remote,person,,False
27620,000000027620.jpg,a glass computer desk with a keyboard and monitor,bottle|chair|dining table|keyboard|laptop|mouse,laptop|dining table|keyboard|tv,tv,True
27696,000000027696.jpg,a pizza with peppers and onions on a plate,dining table|fork|knife|person|pizza,pizza,,False
27768,000000027768.jpg,a red and white bus parked in front of a tall building,bus|car|person,,,False
27932,000000027932.jpg,a baseball glove with a hat attached laying in the sand,baseball glove|sports ball,baseball glove,,False
27972,000000027972.jpg,a man in a red shirt on top of a surfboard,person|surfboard,person|surfboard,,False
27982,000000027982.jpg,"the black and white photo shows a bathroom with a sink, toilet, and shower",chair|sink|toilet,sink|toilet,,False
28285,000000028285.jpg,a church tower on top of a tiled roof,clock,,,False
28449,000000028449.jpg,several elephants are walking down the road near a bush,elephant,elephant,,False
28452,000000028452.jpg,"an empty, white refrigerator with the door open",bottle|refrigerator,refrigerator,,False
28809,000000028809.jpg,a close up of bananas with stickers on them,banana|dining table,banana,,False
28993,000000028993.jpg,two fire hydrants with buildings in the background,fire hydrant|person|traffic light,fire hydrant,,False
29187,000000029187.jpg,a woman riding a horse and carriage on a race track,horse|person,person|horse,,False
29393,000000029393.jpg,a dog standing on a bench in a backyard,bench|dog|orange,dog|bench,,False
29397,000000029397.jpg,a person in red pants is standing on a bench with blue tape,bench|orange|person,person|bench,,False
29596,000000029596.jpg,a hotel room with an orange sofa and table,book|chair|couch|cup|dining table|potted plant|tv|vase,orange|couch|dining table,orange,True
29640,000000029640.jpg,"vegetables, meat and broccoli being cooked in a wok",broccoli|carrot|oven|spoon,broccoli,,False
29675,000000029675.jpg,"three hot dogs with mustard on them, sitting on a black plate",dining table|hot dog,hot dog,,False
29984,000000029984.jpg,people relaxing in the water at a beach,chair|person|umbrella,person,,False
30213,000000030213.jpg,an old fashioned kitchen that has green wallpaper,apple|bottle|bowl|chair|dining table|oven|refrigerator|sink,,,False
30494,000000030494.jpg,a dog is walking in the woods with a frisbee,dog|frisbee,dog|frisbee,,False
30504,000000030504.jpg,a man is skiing in deep snow on a trail,backpack|person|skis,person,,False
30675,000000030675.jpg,an orange and black train engine passing on train tracks near trees,orange|train,orange|train|train,,False
30785,000000030785.jpg,a plate with a bowl of broccoli and a sandwich,bowl|broccoli|dining table|sandwich,bowl|broccoli|sandwich,,False
30828,000000030828.jpg,a person sleeping on a park bench with a sleeping bag,backpack|bench|car|orange|parking meter|person,person|bench,,False
31050,000000031050.jpg,a vase with dried plants inside it on a shelf,vase,vase,,False
31093,000000031093.jpg,a man is skateboarding in a big bowl at a park,backpack|bowl|person|skateboard,person|bowl,,False
