image_id,fname,caption,gt,mentioned,wrong,is_hall
2685,000000002685.jpg,people are shopping at an antiques and wine shop,bottle|cup|handbag|person|wine glass,person,,False
2923,000000002923.jpg,large shrimp boats are docked in a grassy area,bird|boat,boat,,False
3156,000000003156.jpg,a man sitting on a toilet in a bathroom,person|sink|toilet,person|toilet,,False
3255,000000003255.jpg,group of people standing in the snow near mountains,backpack|person|skis,person,,False
3501,000000003501.jpg,"the meal on the plate consists of rice, broccoli and bean",bowl|broccoli,broccoli,,False
3553,000000003553.jpg,a close up shot of someone riding a skateboard,person|skateboard,skateboard,,False
3661,000000003661.jpg,a group of bananas sitting on top of a wooden counter,banana|cup|dining table|keyboard,banana,,False
3845,000000003845.jpg,a plate of food with rice and vegetables,broccoli|carrot|cup|dining table|fork|spoon,,,False
3934,000000003934.jpg,a group of people standing around a living room,couch|cup|person|remote|wine glass,person,,False
4134,000000004134.jpg,two men shaking hands in a banquet hall,chair|dining table|person|tie|wine glass,person,,False
4395,000000004395.jpg,a man is dressed nicely and is talking,person|tie,person,,False
4495,000000004495.jpg,two chairs with footstools are facing toward an old tv set,chair|couch|tv,chair|tv,,False
4765,000000004765.jpg,a surfer riding the waves on his surf board,person|surfboard,,,False
4795,000000004795.jpg,a black cat sitting in front of a laptop,cat|cell phone|laptop|tv,cat|laptop,,False
5001,000000005001.jpg,a man cutting a ribbon for a little girl,bicycle|handbag|person|scissors,person|person,,False
5037,000000005037.jpg,a bus pulls up at a stop in the city,bus|car|person,,,False
5060,000000005060.jpg,man sitting on the floor in front of a mirror,cell phone|person,person,,False
5193,000000005193.jpg,group of surfers posing in an garage with their boards,bottle|person|surfboard,,,False
5477,000000005477.jpg,the large airliner is parked in an airport,airplane,,,False
5503,000000005503.jpg,a view from above looking into a toilet,airplane|person|toilet,toilet,,False
5529,000000005529.jpg,"a man skiing down a snowy mountain, with two poles",person|skis,person,,False
5586,000000005586.jpg,the person is playing tennis on the court,person|sports ball|tennis racket,person,,False
5600,000000005600.jpg,a close up of some food in metal containers,bowl|dining table|spoon,bowl,,False
5992,000000005992.jpg,three sheep standing next to a brick building,sheep,sheep,,False
6012,000000006012.jpg,two bananas and an apple are connected together,apple|banana,banana|apple,,False
6040,000000006040.jpg,a light rail in a street with cars on the sides,car|person|train|truck,car,,False
6213,000000006213.jpg,the bathroom is clean and ready for guests to use,sink,,,False
6460,000000006460.jpg,black and white image of a surfer jumping over a wave,person|surfboard,,,False
6471,000000006471.jpg,a batter at home plate taking the pitch in a baseball game,baseball bat|baseball glove|bench|bottle|person,,,False
6614,000000006614.jpg,the black and white drawing shows nuts with fruits,apple|orange,,,False
6723,000000006723.jpg,a long street lined with buildings next to a highway,bicycle|bus|car|truck,,,False
6763,000000006763.jpg,a smiling couple is sitting at a bar,cell phone|dining table|person|tie|tv,,,False
6771,000000006771.jpg,the woman is wearing costume and a gold hat,cell phone|person,person,,False
6818,000000006818.jpg,there is a pipe and water buckets in the corner,toilet,,,False
6894,000000006894.jpg,man with sunglasses holding elephants ears while looking at the camera,elephant|person|truck,person|elephant,,False
6954,000000006954.jpg,four children are sitting down in the grass,frisbee|person,person,,False
7088,000000007088.jpg,a young girl holding an umbrella on a wet sidewalk,car|person|truck|umbrella,person|umbrella,,False
7108,000000007108.jpg,elephants are seen walking next to each other,elephant,elephant,,False
7278,000000007278.jpg,a man surfing on top of a wave,person|surfboard,person,,False
7281,000000007281.jpg,two people in white riding horses on the beach,horse|person,person|horse,,False
7386,000000007386.jpg,a motor cycle and two tires on some grass,bicycle|dog|motorcycle|truck,motorcycle,,False
7511,000000007511.jpg,a man is standing in the sand flying a kite,backpack|kite|person,person|kite,,False
7574,000000007574.jpg,a kitchen filled with lots of clutter and appliances,bottle|bowl|microwave|oven|refrigerator|sink|vase|wine glass,,,False
7784,000000007784.jpg,a para sailer kite is soaring through the air,kite|orange,kite,,False
7795,000000007795.jpg,"two beds in a large bedroom, with wooden floors",bed|clock|remote,bed,,False
7816,000000007816.jpg,a motorcyclist in white is riding down the street,motorcycle|person,,,False
7818,000000007818.jpg,a table is set for dinner with white flowers,chair|dining table|fork|knife|vase|wine glass,dining table,,False
7888,000000007888.jpg,a clock sitting on top of a post,clock,clock,,False
7977,000000007977.jpg,a young skateboarder in a black shirt is doing a trick,person|skateboard,person,,False
7991,000000007991.jpg,a plate of carrots and green beans on a counter,carrot|dining table|knife|person,carrot,,False
8021,000000008021.jpg,a man in a suit is on a large screen,bottle|person|tie,person,,False
8211,000000008211.jpg,a couple of people sitting down by the street,bicycle|chair|motorcycle|person,person,,False
8277,000000008277.jpg,a white plate topped with a pasta and chicken dish,bowl|broccoli|cup|fork,,,False
8532,000000008532.jpg,a smiling man wearing glasses and a plaid cap,cat|person|tie,person,,False
8629,000000008629.jpg,there are several pictures of some delicious food,fork|pizza,,,False
8690,000000008690.jpg,two girls are petting the animals in an enclosure,person|sheep,person,,False
8762,000000008762.jpg,green lights on the side of a street at night,car|traffic light,,,False
8844,000000008844.jpg,a lady standing in front of a bunch of bananas,banana|dining table|person,person|banana,,False
8899,000000008899.jpg,fire hydrant in front of building with graffiti on the wall,bicycle|fire hydrant,fire hydrant,,False
9378,000000009378.jpg,a man playing frisbee in a crowd,frisbee|person,person|frisbee,,False
9400,000000009400.jpg,a group of people sitting in a restaurant while using computers,cup|dining table|keyboard|laptop|mouse|person,person|laptop,,False
9448,000000009448.jpg,a young girl standing underneath an open blue umbrella,person|umbrella,person|umbrella,,False
9483,000000009483.jpg,man in suit posing in front of computer equipment,dining table|keyboard|laptop|mouse|person|tv,person|laptop,,False
9590,000000009590.jpg,several men sit around a table eating food,bottle|bowl|chair|clock|cup|dining table|person|spoon,person|dining table,,False
9769,000000009769.jpg,a red truck driving down a snowy street,fire hydrant|person|truck,truck,,False
9772,000000009772.jpg,a bathroom with a large mirror and a sink,person|sink|tv,sink,,False
9891,000000009891.jpg,two men loading luggage onto an airport vehicle,backpack|car|person|suitcase|tie,person|suitcase,,False
9914,000000009914.jpg,"a plate with a burger, fries, and pickles",bowl|cup|dining table|hot dog|knife|sandwich,sandwich,,False
10092,000000010092.jpg,a bed with a mosquito net hanging from it,bed|bird|chair|dining table,bed,,False
10363,000000010363.jpg,a cat standing on the hood of a car,bicycle|bottle|car|cat,cat|car,,False
10583,000000010583.jpg,a plate of food with meat and gravy,dining table|knife|sandwich,,,False
10707,000000010707.jpg,a group of men sitting around a living room together,backpack|bottle|couch|cup|dining table|laptop|person|remote,person,,False
10764,000000010764.jpg,an umpire standing in the outfield behind home plate,baseball glove|person|sports ball,,,False
10977,000000010977.jpg,a bathroom with pink tiles and brown cabinets,sink|toilet,,,False
10995,000000010995.jpg,the sunlight shines through the windows in the bedroom,bed,,,False
11051,000000011051.jpg,two people in dress clothes posing for a picture,person|tie,person,,False
11122,000000011122.jpg,a sign is in a fenced area with palm trees,stop sign,,,False
11149,000000011149.jpg,a man standing next to a couple of bikes,bicycle|motorcycle|person,person|bicycle,,False
11197,000000011197.jpg,a man standing at a cross walk near a street,backpack|bicycle|car|person|traffic light,person,,False
11511,000000011511.jpg,two statues sit on the ground in front of a group,bench|handbag|motorcycle|person,,,False
11615,000000011615.jpg,a street sign with several different signs on it,truck,,,False
11699,000000011699.jpg,two girls pose for the camera while holding a large suitcase,handbag|person|suitcase,person|suitcase,,False
11760,000000011760.jpg,two zebras are standing near a group of trees,zebra,zebra,,False
11813,000000011813.jpg,a camera and video recorder on a tripod,chair|laptop,,,False
12062,000000012062.jpg,a sheep and her wool pile inside of a cage,couch|sheep|sports ball,sheep,,False
12120,000000012120.jpg,a tennis match with a crowd watching,chair|person|sports ball|tennis racket,,,False
12280,000000012280.jpg,a woman walking with a suitcase through an airport,cat|person|suitcase|tv,person|suitcase,,False
12576,000000012576.jpg,a table with pizzas and glasses of wine,cup|dining table|fork|knife|person|pizza|tv,dining table|pizza,,False
12639,000000012639.jpg,a young baseball player is getting ready to swing,baseball bat|baseball glove|person,person,,False
12667,000000012667.jpg,banana on telephone receiver with writing pad next to it,banana|cell phone|dining table,banana|cell phone,,False
12670,000000012670.jpg,an outdoor crowd of people standing next to each other,backpack|cell phone|handbag|person|teddy bear,person,,False
12748,000000012748.jpg,a man holding a baby and petting a horse,horse|person,person|person|horse,,False
13004,000000013004.jpg,an egg inside a banana that is on a white plate,banana|dining table,banana,,False
13177,000000013177.jpg,a man working on a motorcycle tire on the ground,bicycle|motorcycle|person,person|motorcycle,,False
13201,000000013201.jpg,a young man with dreadlocks skateboarding on a ramp,person|skateboard,person,,False
13291,000000013291.jpg,five people posing for a photo while holding frisbees,frisbee|person,person|frisbee,,False
13348,000000013348.jpg,an airplane at the airport terminal on a sunny day,airplane|person|truck,airplane,,False
13546,000000013546.jpg,a man skateboarding on a ramp outside at the park,bench|person|skateboard,person,,False
13597,000000013597.jpg,a piece of chocolate cake on a plate,cake|dining table,cake,,False
13659,000000013659.jpg,a man on his laptop working on a project,chair|cup|dining table|keyboard|laptop|person|tv,person|laptop,,False
13729,000000013729.jpg,a group of friends are playing video games,bottle|couch|cup|dining table|person|remote,,,False
13774,000000013774.jpg,person on beach at sunrise looking down into water,frisbee|kite|person,person,,False
13923,000000013923.jpg,a living room with wooden flooring and furniture,bottle|bowl|chair|couch|dining table|potted plant|tv|vase,,,False
14007,000000014007.jpg,a cat sitting on top of a dresser with shelves,cat|refrigerator,cat,,False
14038,000000014038.jpg,a room filled with balloons and a wooden floor,bed|book|bottle|cell phone|chair|couch|dining table|microwave|potted plant|refrigerator|tv,,,False
14226,000000014226.jpg,a man holding a laptop on his lap while looking out the window,apple|chair|dining table|laptop|person|train,person|laptop,,False
14380,000000014380.jpg,a bridge over railroad tracks in a city,car|train,,,False
14439,000000014439.jpg,two women fly a colorful kite in a park,backpack|chair|kite|person,person|kite,,False
14473,000000014473.jpg,a model train on a track with a fence,person|train,train,,False
14831,000000014831.jpg,the cat has fur that is soft and fluffy,bed|cat|orange,cat,,False
14888,000000014888.jpg,a black cow with red ears and some white tubes,cow,cow,,False
15079,000000015079.jpg,a sandwich cut in half sitting on a plate,knife|sandwich,sandwich,,False
15254,000000015254.jpg,the lunchbox is packed with vegetables and meat,bowl|carrot|dining table|spoon,,,False
15272,000000015272.jpg,streetlights are red and some trees with blossoming branches,traffic light,traffic light,,False
15278,000000015278.jpg,broccoli on a plate with fish on the side,broccoli,broccoli,,False
15335,000000015335.jpg,the two people are sitting together at the restaurant,bowl|cell phone|couch|cup|dining table|person,person,,False
15338,000000015338.jpg,a bus is sitting at a bus stop,bus|car|person|sports ball|truck,,,False
15440,000000015440.jpg,street sign with multiple directions on post on roadway,bus|stop sign,,,False
15497,000000015497.jpg,cat is on the floor beside a mouse and computer mouse,cat|couch|laptop|mouse,cat|mouse|laptop|mouse,,False
15517,000000015517.jpg,a busy street filled with buses driving on it's sides,bus,bus,,False
15597,000000015597.jpg,a shirtless skateboarder skating on a half pipe,bicycle|person|skateboard,person,,False
15660,000000015660.jpg,a person riding a windsurfing in the ocean,kite|person|surfboard,person,,False
15746,000000015746.jpg,a red fire hydrant sitting in the grass,fire hydrant,fire hydrant,,False
15751,000000015751.jpg,small birds are all around the roof together,bird,bird,,False
15956,000000015956.jpg,a person walking with a horse inside of a barn,clock|horse|person,person|horse,,False
16010,000000016010.jpg,a group of animals grazing in a field,cow|zebra,,,False
16228,000000016228.jpg,an image of a carriage with a horse,bench|bus|car|horse|person|tie|train|umbrella,horse,,False
16249,000000016249.jpg,an older man sits on a bench in a city,backpack|bench|chair|person,person|bench,,False
16439,000000016439.jpg,a lap top on a wooden desk under a lamp,cell phone|dining table|laptop|wine glass,dining table,,False
16451,000000016451.jpg,several beach gear is laying on a sandy beach,backpack|chair|handbag|person|surfboard|umbrella,,,False
16502,000000016502.jpg,a sheep standing on top of a rocky hill,sheep,sheep,,False
16598,000000016598.jpg,a woman with blue hair taking a selfie,cell phone|person|tie,person,,False
16958,000000016958.jpg,the antique looking room has a black fireplace,book|chair|dining table|vase,,,False
17029,000000017029.jpg,a dog jumping in the air to catch a frisbee,car|dog|frisbee,dog|frisbee,,False
17031,000000017031.jpg,a giraffe looking at something with its tongue hanging out,giraffe|person,giraffe,,False
17115,000000017115.jpg,a pair of zebras looking towards the camera,zebra,zebra,,False
17178,000000017178.jpg,the horses are in their lane to get some attention,car|horse,horse,,False
17182,000000017182.jpg,a classroom with a chalk board and blackboard,apple|book|chair|dining table,,,False
17207,000000017207.jpg,a bus is driving down the street in india,bench|bus|car|motorcycle|person,,,False
17379,000000017379.jpg,tv screen and large mirrors in public restroom,person|sink|tv,tv,,False
17436,000000017436.jpg,a man sitting on a bench next to a tower,bench|person,person|bench,,False
17627,000000017627.jpg,cars are stopped at an intersection in a city,bus|car|person,car,,False
17714,000000017714.jpg,a breakfast table with pastries and coffee,banana|cup|dining table|fork|knife|pizza|spoon|train,dining table,,False
17899,000000017899.jpg,a woman is preparing cookies in her home,bird|cake|chair|couch|cup|dining table|hot dog|person|spoon,person,,False
17905,000000017905.jpg,man standing beside a traffic light in a foreign country,fire hydrant|person|traffic light,person|traffic light,,False
17959,000000017959.jpg,a group of kites that are in the grass,backpack|kite|orange|person,kite,,False
18150,000000018150.jpg,a man and a child are sitting on the floor,backpack|bottle|couch|person|pizza,person|person,,False
18193,000000018193.jpg,a young woman sitting in a camping chair eating food,apple|chair|hot dog|person|sandwich,person|chair,,False
18380,000000018380.jpg,a family sits at a dinner table to celebrate,bowl|carrot|chair|cup|dining table|fork|knife|person|spoon|vase|wine glass,dining table,,False
18491,000000018491.jpg,a baseball player sliding into home plate,baseball bat|baseball glove|bench|person|sports ball,person,,False
18519,000000018519.jpg,a skate boarder doing tricks at a skate park,person|skateboard,,,False
18575,000000018575.jpg,a plate of food with a burger and fries,bottle|bowl|dining table|knife|sandwich|wine glass,sandwich,,False
18737,000000018737.jpg,a large red motorcycle parked near a beach,motorcycle,motorcycle,,False
18770,000000018770.jpg,a close up of a person wearing glasses,person|tie,person,,False
18833,000000018833.jpg,a cat sleeps inside a pair of shoes,cat,cat,,False
18837,000000018837.jpg,a green truck with two men on top of it,car|person|truck,truck|person,,False
19042,000000019042.jpg,a water bird in the middle of a rocky riverbank,bird|car,bird,,False
19109,000000019109.jpg,several parked motorcycles line a street in front of shops,handbag|motorcycle|person,motorcycle,,False
19221,000000019221.jpg,a small piece of broccoli with a hand holding it,broccoli|person,broccoli,,False
19402,000000019402.jpg,the man and woman are in winter coats,person|pizza,person|person,,False
19432,000000019432.jpg,a man playing tennis at the court,chair|person|sports ball|tennis racket,person,,False
19742,000000019742.jpg,this is an image of a wine glass in the background,cup|dining table|person|vase,,,False
19786,000000019786.jpg,a man is laughing while holding a camera,couch|laptop|person|remote,person,,False
19924,000000019924.jpg,a woman in a hat smoking a cigarette,person|tie,person,,False
20059,000000020059.jpg,two zebras standing in a grassy zoo enclosure,zebra,zebra,,False
20107,000000020107.jpg,an old fire hydrant with a rusted up top,fire hydrant,fire hydrant,,False
20247,000000020247.jpg,two brown bears walking on a dirt road,bear,bear,,False
20333,000000020333.jpg,a young boy is playing in the dirt,bowl|person|tie,person,,False
20553,000000020553.jpg,a pile of stuff animals sitting on top of a brown field,bed|bottle|chair|couch|cup|dining table|teddy bear|umbrella|vase,,,False
20571,000000020571.jpg,fishing boats at the dock in the bay,boat|handbag|person,boat,,False
20992,000000020992.jpg,a woman taking a bite out of a hot dog,hot dog|person,person|hot dog,,False
21167,000000021167.jpg,two people in formal wear standing in a room,person|tie|wine glass,person,,False
21465,000000021465.jpg,a blue shelf holding knick knacks and other items,chair|cup|dining table|vase,,,False
21503,000000021503.jpg,pieces of toast and frosted cookies on a plate,dining table|keyboard|mouse|remote|sandwich,,,False
21604,000000021604.jpg,a man wearing a light up tie,person|tie,person|tie,,False
21839,000000021839.jpg,a man walking across a street at night,car|handbag|person|traffic light,person,,False
21879,000000021879.jpg,woman in bikini surf boarding on small wave,person|surfboard,person,,False
21903,000000021903.jpg,an elephant standing on top of a wooden fence,elephant|person,elephant,,False
22192,000000022192.jpg,a dog sits in an overflowed room with clothes all around it,bed|cow|dog|handbag,dog,,False
22371,000000022371.jpg,a man is sitting at a desk and making notes,book|dining table|laptop|person|tie,person|dining table,,False
22396,000000022396.jpg,a large jetliner flying past a partial moon,airplane|person,airplane,,False
22479,000000022479.jpg,a skateboarder is mid air as he attempts a trick,bench|person|skateboard,person,,False
22589,000000022589.jpg,two sheep are behind a wire fence in a park,sheep,sheep,,False
22623,000000022623.jpg,a close up of an electronic device on a table,cell phone|orange,dining table,dining table,True
22705,000000022705.jpg,a woman in a black dress standing in a kitchen,bottle|bowl|person|refrigerator|wine glass,person,,False
22755,000000022755.jpg,a school bus is seen in a rear view mirror,bus|car,,,False
22892,000000022892.jpg,a cat and dog looking outside through a glass door,cat|chair|dining table|dog|potted plant,cat|dog,,False
22935,000000022935.jpg,a woman in a blue uniform is playing soccer,person|sports ball,person,,False
22969,000000022969.jpg,two giraffes standing in a fenced in area,giraffe,giraffe,,False
23023,000000023023.jpg,a black and white photo of luggage and a bag,handbag|suitcase,suitcase,,False
23034,000000023034.jpg,a man is walking with two horses on a trail,backpack|horse|person,person|horse,,False
23126,000000023126.jpg,a man that is riding a horse in the street,horse|person,person|horse,,False
23230,000000023230.jpg,a large body of water with some animals swimming around,bird,,,False
23272,000000023272.jpg,a cat sits on the hood of a car,car|cat,cat|car,,False
23359,000000023359.jpg,a snowboarder in brown jacket doing a jump,person|snowboard,person,,False
23666,000000023666.jpg,this bathroom has an old fashioned toilet and old bathtub,toilet,toilet,,False
23751,000000023751.jpg,a man flying a kite in front of a building,kite|person,person|kite,,False
23781,000000023781.jpg,several baskets full of fruit and vegetables are seen here,broccoli|carrot,,,False
23899,000000023899.jpg,three men are playing with video games in a bedroom,couch|person|remote|tv,person,,False
23937,000000023937.jpg,cows are lying in the shade next to a tree,cow|sheep,cow,,False
24021,000000024021.jpg,a class photograph taken by an old camera,person|tie,,,False
24027,000000024027.jpg,a colorful kite is flying over a park,kite|person,kite,,False
24144,000000024144.jpg,a large cheese pizza sitting inside a box,pizza,pizza,,False
24243,000000024243.jpg,two people sitting inside of an open refrigerator,cup|person|refrigerator,person|refrigerator,,False
24567,000000024567.jpg,a man is making hotdogs on a tray,chair|hot dog|person,person,,False
24610,000000024610.jpg,there is no image on this page to describe,backpack|book|bottle|chair|couch|dining table|laptop,,,False
24919,000000024919.jpg,two elephants standing on top of a grass covered field,elephant|horse,elephant,,False
25057,000000025057.jpg,a man with no shirt standing in a field,bottle|frisbee|person,person,,False
25096,000000025096.jpg,a boy in a blue shirt is cutting a cake,cake|chair|dining table|knife|person|skateboard|zebra,person|cake,,False
25139,000000025139.jpg,two zebras standing next to each other in a pen,zebra,zebra,,False
25181,000000025181.jpg,the subway platform is empty and ready to be picked up,backpack|bench|person|train,,,False
25228,000000025228.jpg,a woman riding on a surfboard under a cloudy sky,person|surfboard,person|surfboard,,False
25386,000000025386.jpg,a man sitting next to a woman with chopsticks in hand,chair|hot dog|person|sandwich|train,person|person,,False
25393,000000025393.jpg,two young men in suits crossing street at night,car|person|tie,person,,False
25394,000000025394.jpg,a man is pouring a glass of wine,bottle|cup|person|wine glass,person,,False
25424,000000025424.jpg,a man getting ready to hit a tennis ball,person|sports ball|tennis racket,person|sports ball,,False
25560,000000025560.jpg,cat standing on tv stand watching television,cat|cup|orange|person|tv,cat|tv|tv,,False
25593,000000025593.jpg,street signs in english and chinese written in asian,bicycle|person|stop sign,,,False
25603,000000025603.jpg,a girl eats her food at a restaurant,book|chair|cup|dining table|person|pizza,person,,False
25986,000000025986.jpg,the counter is covered with various dishes of food,bowl|broccoli|cup|dining table|donut|spoon,,,False
26204,000000026204.jpg,a city street filled with traffic and a bus,bus|car|person|traffic light|truck,,,False
26465,000000026465.jpg,the laptop has three electronic devices on top,cell phone|chair|dining table|keyboard|laptop|person|remote,laptop,,False
26564,000000026564.jpg,two computers sitting on a corner desk next to each other,book|bottle|dining table|keyboard|laptop|mouse|tv,laptop|dining table,,False
26690,000000026690.jpg,skateboarder jumping at the top of a ramp in front of crowd,person|refrigerator|skateboard,person,,False
26926,000000026926.jpg,a fire hydrant with a face drawn on it,car|fire hydrant|orange|tie,fire hydrant,,False
26941,000000026941.jpg,multiple suitcases piled on top of each other,person|suitcase,suitcase,,False
27186,000000027186.jpg,a little girl holding a nintendo wii game controller,couch|person|remote,person,,False
27620,000000027620.jpg,a glass desk in a small office area,bottle|chair|dining table|keyboard|laptop|mouse,dining table,,False
27696,000000027696.jpg,a pizza with peppers and onions on a plate,dining table|fork|knife|person|pizza,pizza,,False
27768,000000027768.jpg,a city bus parked in front of a large building,bus|car|person,,,False
27932,000000027932.jpg,a baseball catchers mitt laying in the sand,baseball glove|sports ball,,,False
27972,000000027972.jpg,man surfing on the ocean waves in the sun,person|surfboard,person,,False
27982,000000027982.jpg,a bathroom with toilet and sink in it,chair|sink|toilet,toilet|sink,,False
28285,000000028285.jpg,a church tower on top of a tiled roof,clock,,,False
28449,000000028449.jpg,several elephants are walking down the road near a bush,elephant,elephant,,False
28452,000000028452.jpg,"an empty, white refrigerator with the door open",bottle|refrigerator,refrigerator,,False
28809,000000028809.jpg,a close up of bananas with stickers on them,banana|dining table,banana,,False
28993,000000028993.jpg,two fire hydrants with buildings in the background,fire hydrant|person|traffic light,fire hydrant,,False
29187,000000029187.jpg,a woman riding a horse and carriage on a race track,horse|person,person|horse,,False
29393,000000029393.jpg,a brown and white dog standing in the yard,bench|dog|orange,dog,,False
29397,000000029397.jpg,someone standing on a wooden bench with a sign sitting in the back,bench|orange|person,bench,,False
29596,000000029596.jpg,the living room is well decorated with a nice sofa,book|chair|couch|cup|dining table|potted plant|tv|vase,couch,,False
29640,000000029640.jpg,"vegetables, meat and broccoli being cooked in a wok",broccoli|carrot|oven|spoon,broccoli,,False
29675,000000029675.jpg,three hotdogs sitting on top of a black plate,dining table|hot dog,,,False
29984,000000029984.jpg,people relaxing in the water at a beach,chair|person|umbrella,person,,False
30213,000000030213.jpg,an old fashioned kitchen that has green wallpaper,apple|bottle|bowl|chair|dining table|oven|refrigerator|sink,,,False
30494,000000030494.jpg,the dog is walking in the woods by the tree,dog|frisbee,dog,,False
30504,000000030504.jpg,a man is skiing in deep snow on a trail,backpack|person|skis,person,,False
30675,000000030675.jpg,a train is traveling down the tracks near trees,orange|train,train,,False
30785,000000030785.jpg,a meal with some vegetables and guacamole,bowl|broccoli|dining table|sandwich,,,False
30828,000000030828.jpg,a person laying on a bench with sleeping bag,backpack|bench|car|orange|parking meter|person,person|bench,,False
31050,000000031050.jpg,a vase with dried plants inside it on a shelf,vase,vase,,False
31093,000000031093.jpg,a skateboarder riding on a ramp near several other skaters,backpack|bowl|person|skateboard,person|person,,False
31118,000000031118.jpg,a clock tower with christmas lights in the background,car|clock|person,clock,,False
31217,000000031217.jpg,a person is playing tennis on the court,person|sports ball|tennis racket,person,,False
31248,000000031248.jpg,a living room filled with furniture and decor,book|bowl|chair|couch|potted plant,,,False
31269,000000031269.jpg,two zebras grazing in the middle of a grassy field,horse|person|zebra,zebra,,False
31296,000000031296.jpg,a bunch of people sitting around the dining room,bottle|cell phone|chair|clock|cup|dining table|person|tie,person,,False
31322,000000031322.jpg,swans and their mate on the water in a marina,bird|boat|person,bird,,False
31620,000000031620.jpg,the newlywed couple cut the wedding cake,cake|chair|cup|dining table|knife|person|tie,cake,,False
31735,000000031735.jpg,a living room scene complete with furniture and window,book|couch|dining table|potted plant,,,False
31749,000000031749.jpg,a doll with red hair sitting next to a clock,clock,clock,,False
31817,000000031817.jpg,a man in a helmet sitting on a motorcycle,motorcycle|person,person|motorcycle,,False
32038,000000032038.jpg,a pizza on a wooden platter being sliced,bottle|dining table|oven|person|pizza,pizza,,False
32081,000000032081.jpg,a female tennis player returning a serve,person|sports ball|tennis racket,person|person,,False
32285,000000032285.jpg,a bathroom with yellow walls and tile floors,toilet,,,False
32334,000000032334.jpg,a man and woman are holding glasses of wine,car|chair|person|wine glass,person|person,,False
32570,000000032570.jpg,this is an image of a surfer surfing,person|surfboard,,,False
32610,000000032610.jpg,a desk has three laptops and multiple cords on it,backpack|bench|dining table|laptop,dining table|laptop,,False
32735,000000032735.jpg,skiers are doing stunts on the slope,person|skis,person,,False
32811,000000032811.jpg,a bird standing outside of a window near a body of water,bird|boat,bird,,False
32817,000000032817.jpg,two men are painting a bathroom with blue paint,bowl|person|toilet,person,,False
32861,000000032861.jpg,a woman standing in a hallway holding an umbrella,person|umbrella,person|umbrella,,False
32887,000000032887.jpg,a person standing next to a bunch of rocks,backpack|cell phone|person,person,,False
32901,000000032901.jpg,four men posing for a photo at a wine tasting,bottle|chair|cup|dining table|person|tie|wine glass,person,,False
